year,id,agekdbrn,educ,racehisp
2002,2708,19,9,White
2002,2709,31,16,White
2002,2710,21,16,White
2002,2712,19,12,Hispanic
2002,2716,22,12,White
2002,2717,23,14,White
2002,2718,31,9,White
2002,2719,16,12,Black
2002,2720,20,13,Black
2002,2721,18,11,White
2002,2722,21,14,Black
2002,2725,18,12,White
2002,2726,24,14,White
2002,2727,19,10,White
2002,2728,23,16,White
2002,2729,20,13,White
2002,2734,20,12,White
2002,2735,29,12,White
2002,2736,24,16,White
2002,2737,25,16,White
2002,2738,18,14,Black
2002,2739,19,12,White
2002,2740,20,11,White
2002,2741,23,16,White
2002,2742,27,12,White
2002,2744,35,12,Black
2002,2746,28,14,White
2002,2747,21,13,White
2002,2749,17,12,White
2002,2750,24,14,White
2002,2751,20,10,White
2002,2752,18,9,White
2002,2753,20,13,White
2002,2755,36,12,White
2002,2757,22,12,Black
2002,2758,21,13,White
2002,2760,25,13,White
2002,2762,28,16,White
2002,2763,30,12,White
2002,2764,35,12,Black
2002,2765,33,13,White
2004,1,34,9,Other
2004,2,35,14,Hispanic
2004,3,23,14,Black
2004,4,19,14,Hispanic
2004,11,19,12,Black
2004,12,21,12,Black
2004,13,28,10,Black
2004,14,19,18,Hispanic
2004,16,25,11,Black
2004,17,18,9,Black
2004,19,25,16,Black
2004,20,25,11,Other
2004,21,16,13,Black
2004,22,21,14,White
2004,23,31,12,White
2004,26,37,16,Other
2004,27,26,13,White
2004,29,22,16,White
2004,31,21,12,White
2004,32,50,12,Black
2004,33,17,13,Black
2004,35,32,17,White
2004,36,32,16,White
2004,41,22,13,Black
2004,42,34,14,Hispanic
2004,43,23,12,Black
2004,44,29,15,White
2004,46,31,16,Other
2004,50,20,16,White
2004,51,30,13,White
2004,54,37,12,White
2004,58,23,16,White
2004,59,27,16,White
2004,60,36,16,White
2004,61,30,16,White
2004,62,31,16,White
2004,63,35,20,Other
2004,64,29,18,Other
2004,65,31,20,Other
2004,66,30,18,White
2004,67,21,14,White
2004,69,30,18,White
2004,72,24,17,Black
2004,73,30,18,White
2004,74,24,15,Black
2004,75,27,16,Black
2004,78,32,18,Other
2004,79,38,10,Hispanic
2004,82,21,12,Hispanic
2004,83,28,17,Hispanic
2004,84,27,16,White
2004,89,32,15,Other
2004,90,25,12,White
2004,92,30,15,Other
2004,93,30,14,Other
2004,94,33,13,White
2004,95,22,12,White
2004,97,20,12,White
2004,98,25,13,White
2004,99,22,12,White
2004,100,19,12,Hispanic
2004,102,32,19,Black
2004,103,30,16,White
2004,104,27,16,Other
2004,105,19,14,Other
2004,106,31,17,White
2004,107,19,8,White
2004,108,17,10,White
2004,110,18,15,Hispanic
2004,111,22,15,Black
2004,112,40,9,White
2004,113,20,14,White
2004,114,24,8,White
2004,115,19,12,Hispanic
2004,117,27,20,White
2004,118,21,14,Hispanic
2004,122,33,20,White
2004,124,24,11,White
2004,125,31,12,White
2004,127,32,18,White
2004,128,22,18,White
2004,129,25,12,White
2004,130,28,15,White
2004,132,32,12,White
2004,134,29,12,White
2004,135,31,14,White
2004,136,25,18,White
2004,137,24,16,White
2004,140,19,12,Hispanic
2004,141,22,16,Other
2004,142,18,12,White
2004,146,35,15,White
2004,147,26,19,White
2004,151,30,9,Hispanic
2004,154,30,18,White
2004,156,28,12,White
2004,157,24,16,Hispanic
2004,158,19,18,White
2004,159,27,19,White
2004,160,31,12,White
2004,162,25,19,Hispanic
2004,163,32,16,Hispanic
2004,164,32,14,Hispanic
2004,165,19,13,Hispanic
2004,166,19,11,Hispanic
2004,168,23,16,White
2004,169,22,16,White
2004,171,25,16,White
2004,172,19,14,White
2004,173,30,16,Other
2004,175,19,19,White
2004,177,25,18,White
2004,178,33,17,White
2004,179,33,16,White
2004,181,20,13,Black
2004,182,22,12,White
2004,184,20,13,Hispanic
2004,185,26,14,White
2004,186,23,14,White
2004,187,29,14,Hispanic
2004,188,29,12,White
2004,189,19,12,White
2004,190,22,13,White
2004,191,19,12,White
2004,192,22,14,White
2004,193,29,15,White
2004,195,26,15,White
2004,196,21,14,White
2004,197,24,14,Hispanic
2004,200,32,16,Other
2004,203,21,14,White
2004,204,21,15,Hispanic
2004,205,22,12,White
2004,207,22,11,Hispanic
2004,208,19,12,Hispanic
2004,209,18,13,Black
2004,215,22,14,Hispanic
2004,216,16,14,Hispanic
2004,220,27,13,White
2004,222,30,15,Other
2004,223,23,16,Hispanic
2004,224,29,16,White
2004,227,17,11,Hispanic
2004,229,20,12,Hispanic
2004,230,18,13,Hispanic
2004,231,21,13,Hispanic
2004,235,16,10,White
2004,239,29,13,White
2004,240,24,14,White
2004,242,35,14,White
2004,243,40,18,Black
2004,246,19,14,White
2004,247,13,10,Hispanic
2004,248,20,12,White
2004,249,19,9,White
2004,250,30,18,White
2004,251,27,12,White
2004,252,19,11,White
2004,253,27,17,White
2004,254,20,12,White
2004,256,24,18,White
2004,259,37,20,White
2004,265,16,9,Black
2004,266,23,11,Black
2004,267,17,14,Black
2004,269,29,16,White
2004,272,42,16,White
2004,274,21,12,Hispanic
2004,276,21,12,White
2004,284,27,19,White
2004,285,28,16,White
2004,286,37,14,White
2004,287,27,16,White
2004,288,38,13,White
2004,289,22,16,White
2004,290,39,14,White
2004,291,25,12,White
2004,292,22,12,White
2004,293,20,12,White
2004,294,33,14,White
2004,295,22,13,White
2004,298,21,14,White
2004,301,28,16,White
2004,303,18,12,Black
2004,304,28,14,White
2004,305,40,13,Hispanic
2004,306,25,15,Other
2004,308,18,12,White
2004,309,35,12,White
2004,311,22,14,White
2004,312,17,11,White
2004,313,24,12,White
2004,315,34,20,Other
2004,316,24,16,White
2004,317,28,12,White
2004,318,28,12,White
2004,319,31,18,Other
2004,320,25,12,White
2004,322,37,12,White
2004,323,19,15,White
2004,324,22,15,Black
2004,325,21,15,Black
2004,326,20,15,Black
2004,327,18,12,Black
2004,328,35,16,White
2004,329,20,13,Black
2004,330,22,15,Black
2004,331,21,13,Black
2004,333,18,12,Black
2004,335,17,13,Other
2004,339,30,17,White
2004,340,21,16,White
2004,341,28,13,White
2004,342,34,20,Other
2004,343,24,13,White
2004,344,24,12,Hispanic
2004,345,18,14,White
2004,347,34,14,White
2004,348,28,13,White
2004,349,19,14,Hispanic
2004,350,32,16,White
2004,351,22,9,White
2004,352,24,16,White
2004,353,28,16,White
2004,354,22,14,White
2004,355,24,14,Other
2004,357,27,8,Hispanic
2004,358,22,12,White
2004,359,27,16,Other
2004,360,19,12,Hispanic
2004,361,23,12,Other
2004,363,32,15,White
2004,365,37,18,White
2004,366,25,16,White
2004,367,32,16,White
2004,368,27,16,White
2004,370,39,17,White
2004,371,31,12,White
2004,372,19,13,White
2004,373,26,18,White
2004,374,20,12,White
2004,375,32,19,White
2004,376,27,13,White
2004,377,33,16,White
2004,378,20,12,White
2004,381,35,16,White
2004,382,24,16,White
2004,383,20,20,White
2004,385,22,16,White
2004,388,20,10,Other
2004,392,26,20,White
2004,393,22,12,Black
2004,394,24,18,White
2004,397,23,14,White
2004,398,30,14,White
2004,399,25,12,White
2004,401,29,14,Hispanic
2004,404,30,14,White
2004,407,24,16,White
2004,409,28,20,White
2004,410,28,16,White
2004,416,28,12,Black
2004,418,17,12,Black
2004,419,24,14,White
2004,420,27,12,Black
2004,421,26,16,Hispanic
2004,423,20,12,Black
2004,424,33,16,Black
2004,425,27,12,Black
2004,429,24,12,White
2004,431,28,17,White
2004,433,42,16,White
2004,434,36,18,White
2004,435,24,16,White
2004,436,35,12,White
2004,437,29,18,White
2004,438,20,15,White
2004,439,30,12,White
2004,440,30,20,White
2004,441,26,13,White
2004,442,23,16,White
2004,443,26,17,White
2004,444,27,18,White
2004,445,22,14,White
2004,446,32,14,White
2004,447,26,11,White
2004,449,26,14,White
2004,451,18,12,White
2004,454,22,13,White
2004,455,15,10,Black
2004,456,24,16,Hispanic
2004,457,19,14,Black
2004,458,20,12,White
2004,459,34,12,White
2004,460,31,16,White
2004,463,24,18,White
2004,466,20,16,Black
2004,467,25,14,Black
2004,468,20,14,Black
2004,469,24,16,Black
2004,470,20,14,White
2004,471,21,13,White
2004,472,21,20,White
2004,473,51,17,White
2004,474,22,14,Other
2004,476,25,13,White
2004,477,19,13,Black
2004,479,24,8,White
2004,480,22,14,Hispanic
2004,483,26,12,White
2004,486,34,12,White
2004,487,26,15,Hispanic
2004,489,19,11,Black
2004,490,27,13,Black
2004,491,20,12,Black
2004,494,20,14,Black
2004,496,19,11,Black
2004,498,18,13,Black
2004,499,20,10,Black
2004,500,17,12,Black
2004,501,20,12,Black
2004,502,19,11,Black
2004,505,34,14,White
2004,507,22,15,White
2004,508,27,12,White
2004,510,30,16,Other
2004,511,24,14,White
2004,514,18,14,Black
2004,515,18,14,Black
2004,516,17,12,Black
2004,519,14,8,Black
2004,521,30,16,Black
2004,522,29,16,Black
2004,524,26,14,Black
2004,525,25,18,White
2004,526,28,15,White
2004,529,27,18,White
2004,530,21,14,White
2004,531,25,14,White
2004,532,28,16,White
2004,533,27,16,Other
2004,535,35,18,Other
2004,536,18,11,Hispanic
2004,537,20,9,White
2004,539,33,16,White
2004,541,18,11,White
2004,542,22,16,White
2004,543,20,12,Hispanic
2004,544,23,12,White
2004,545,32,16,White
2004,547,30,16,White
2004,548,21,12,Black
2004,549,25,17,White
2004,551,27,18,White
2004,552,30,16,White
2004,553,18,13,Black
2004,554,33,15,White
2004,556,20,14,White
2004,557,20,14,Black
2004,558,23,10,White
2004,559,27,14,Black
2004,560,22,15,Black
2004,562,22,16,White
2004,563,33,16,White
2004,564,17,12,White
2004,566,25,13,Black
2004,567,28,16,Black
2004,572,21,14,White
2004,574,19,12,White
2004,575,20,12,White
2004,576,25,10,White
2004,579,18,9,Hispanic
2004,581,18,11,Hispanic
2004,582,24,16,White
2004,584,23,14,Hispanic
2004,585,20,18,Black
2004,586,22,14,White
2004,587,15,12,Black
2004,590,32,12,White
2004,591,23,12,Black
2004,592,19,12,White
2004,596,28,16,White
2004,597,31,14,Hispanic
2004,601,21,15,Black
2004,602,17,13,Hispanic
2004,605,23,18,White
2004,607,32,16,White
2004,608,18,14,White
2004,610,27,16,Other
2004,612,26,19,White
2004,613,38,20,White
2004,614,25,18,Other
2004,615,32,16,White
2004,616,22,11,Black
2004,617,21,13,Black
2004,618,22,12,White
2004,619,28,13,Hispanic
2004,620,17,16,Black
2004,621,30,13,White
2004,622,22,12,Hispanic
2004,623,27,13,Black
2004,624,18,12,Hispanic
2004,625,19,12,Black
2004,626,20,12,Black
2004,627,18,12,White
2004,629,27,16,White
2004,630,20,13,Hispanic
2004,631,30,14,White
2004,632,30,12,White
2004,633,24,16,White
2004,634,22,15,White
2004,636,26,18,Black
2004,637,32,16,White
2004,639,31,18,Black
2004,642,22,19,White
2004,643,18,12,Hispanic
2004,644,19,9,Hispanic
2004,647,22,12,Hispanic
2004,648,21,10,Hispanic
2004,649,19,14,Black
2004,651,16,10,White
2004,652,21,12,White
2004,653,24,15,Black
2004,654,39,16,Hispanic
2004,655,26,12,White
2004,656,20,12,White
2004,658,21,12,Black
2004,659,25,13,Black
2004,661,18,14,Black
2004,662,23,14,Black
2004,665,38,16,Black
2004,666,23,16,White
2004,668,18,16,White
2004,669,24,18,White
2004,670,26,13,Hispanic
2004,673,23,14,Black
2004,674,24,12,White
2004,675,24,12,White
2004,676,21,12,White
2004,678,33,14,White
2004,679,31,12,White
2004,681,35,18,White
2004,682,29,14,White
2004,684,24,15,White
2004,685,32,11,White
2004,686,26,15,White
2004,688,26,17,White
2004,689,26,18,White
2004,691,32,16,White
2004,692,21,15,White
2004,693,20,12,White
2004,694,27,12,Black
2004,695,26,16,Black
2004,696,21,14,White
2004,697,19,12,Black
2004,698,16,11,Hispanic
2004,699,24,12,Black
2004,701,16,14,Black
2004,702,16,14,Black
2004,703,19,12,Black
2004,704,20,14,Black
2004,705,19,12,Black
2004,707,30,16,Black
2004,709,19,12,Black
2004,710,20,11,White
2004,711,19,13,Black
2004,712,44,18,White
2004,713,25,12,White
2004,714,23,13,White
2004,715,16,9,White
2004,716,22,16,Black
2004,718,25,18,Black
2004,719,22,12,White
2004,722,18,9,Black
2004,724,33,10,White
2004,725,31,16,White
2004,726,26,16,White
2004,727,29,20,White
2004,728,25,16,White
2004,730,30,14,White
2004,731,28,16,White
2004,733,17,12,White
2004,735,32,14,Black
2004,736,21,12,Black
2004,737,19,14,Hispanic
2004,740,20,11,White
2004,742,28,13,White
2004,744,27,16,White
2004,745,22,15,White
2004,746,30,13,White
2004,747,19,18,White
2004,749,35,14,White
2004,751,20,14,White
2004,752,19,12,Hispanic
2004,753,20,14,White
2004,756,18,12,White
2004,757,21,14,White
2004,758,29,12,White
2004,760,22,15,White
2004,761,23,16,White
2004,764,18,10,Black
2004,765,16,14,Black
2004,768,27,17,Hispanic
2004,769,22,11,Black
2004,770,24,16,Black
2004,774,32,18,White
2004,775,18,16,White
2004,776,30,18,White
2004,777,21,14,White
2004,778,21,20,White
2004,779,29,16,White
2004,780,25,16,White
2004,781,41,16,White
2004,783,34,14,White
2004,784,19,12,White
2004,785,29,16,White
2004,786,20,14,White
2004,787,28,12,White
2004,788,23,18,White
2004,790,30,20,White
2004,791,26,14,White
2004,793,28,20,White
2004,795,22,12,Hispanic
2004,796,32,8,White
2004,798,22,14,White
2004,799,26,12,White
2004,800,23,15,White
2004,801,26,18,White
2004,802,25,19,White
2004,803,19,17,White
2004,804,23,12,White
2004,805,19,14,White
2004,807,22,10,White
2004,808,24,14,White
2004,809,29,12,White
2004,810,27,8,White
2004,812,28,13,White
2004,813,32,16,White
2004,814,17,14,White
2004,818,18,12,White
2004,821,21,14,White
2004,826,27,12,White
2004,827,17,11,White
2004,828,26,16,White
2004,829,30,16,White
2004,830,18,13,Black
2004,831,30,12,White
2004,832,18,12,Black
2004,833,16,11,Black
2004,837,20,13,Hispanic
2004,838,18,11,Black
2004,840,21,20,White
2004,841,20,17,White
2004,842,23,14,White
2004,843,28,16,White
2004,844,32,18,White
2004,845,22,12,White
2004,847,25,14,White
2004,848,32,15,White
2004,850,25,14,White
2004,851,21,10,White
2004,852,22,12,White
2004,853,21,8,White
2004,854,25,13,White
2004,855,28,16,White
2004,856,21,16,White
2004,857,25,14,White
2004,858,23,16,White
2004,859,22,16,White
2004,864,26,16,White
2004,865,18,8,Hispanic
2004,866,31,14,Hispanic
2004,867,17,14,Hispanic
2004,869,13,12,Hispanic
2004,870,19,14,White
2004,871,27,17,White
2004,872,19,14,White
2004,873,24,14,Hispanic
2004,874,30,18,White
2004,876,33,18,White
2004,877,24,16,White
2004,878,35,17,White
2004,879,30,18,White
2004,881,24,13,White
2004,883,29,13,Black
2004,884,23,12,White
2004,885,26,12,White
2004,888,29,13,Black
2004,889,23,13,Black
2004,893,16,12,Black
2004,895,17,11,Black
2004,896,20,16,Black
2004,897,19,14,Black
2004,898,24,12,Hispanic
2004,899,34,14,Hispanic
2004,902,24,12,White
2004,903,20,14,White
2004,904,27,14,Other
2004,905,23,18,Other
2004,906,27,16,White
2004,907,39,16,Other
2004,909,21,14,Hispanic
2004,910,28,13,White
2004,911,19,12,Hispanic
2004,914,19,14,Black
2004,915,30,20,White
2004,916,29,19,White
2004,917,33,19,White
2004,919,31,18,White
2004,920,34,16,White
2004,921,27,13,White
2004,922,31,16,White
2004,924,29,17,White
2004,927,26,18,White
2004,928,23,16,White
2004,930,35,16,White
2004,931,30,20,Other
2004,932,19,13,White
2004,933,20,14,White
2004,934,28,17,Other
2004,935,20,15,White
2004,937,33,12,Other
2004,938,17,12,White
2004,940,28,12,White
2004,942,18,13,White
2004,944,24,12,White
2004,945,17,14,White
2004,947,19,12,White
2004,949,24,13,White
2004,950,21,12,White
2004,952,24,18,White
2004,955,21,11,White
2004,957,24,10,White
2004,958,25,17,White
2004,960,26,16,White
2004,964,18,11,White
2004,966,21,12,White
2004,968,27,12,White
2004,969,18,12,White
2004,970,21,12,White
2004,971,28,16,Hispanic
2004,972,21,12,Hispanic
2004,973,29,16,White
2004,974,17,12,White
2004,975,28,16,White
2004,976,20,18,White
2004,977,20,13,White
2004,980,16,17,White
2004,982,24,14,White
2004,984,24,20,White
2004,985,18,14,White
2004,986,26,18,White
2004,987,25,14,White
2004,988,22,12,White
2004,989,31,20,White
2004,990,30,15,White
2004,992,28,16,White
2004,994,18,14,Black
2004,996,21,11,Black
2004,997,21,14,Black
2004,1000,31,19,White
2004,1001,23,20,White
2004,1005,49,20,Black
2004,1006,19,12,White
2004,1007,36,15,White
2004,1008,22,13,Black
2004,1009,19,13,Hispanic
2004,1010,22,16,White
2004,1012,21,8,White
2004,1013,26,14,White
2004,1014,37,12,White
2004,1015,25,12,White
2004,1017,21,13,White
2004,1021,27,15,White
2004,1023,33,12,White
2004,1025,22,12,White
2004,1028,30,12,White
2004,1031,22,12,White
2004,1033,28,13,White
2004,1034,32,16,White
2004,1035,28,13,White
2004,1036,31,20,White
2004,1037,27,18,White
2004,1040,27,15,White
2004,1041,35,19,White
2004,1043,20,15,White
2004,1046,18,9,White
2004,1049,23,12,White
2004,1052,20,13,White
2004,1053,31,18,White
2004,1054,28,14,White
2004,1055,30,16,White
2004,1056,22,12,White
2004,1057,30,18,White
2004,1058,27,12,White
2004,1059,23,18,White
2004,1060,21,12,White
2004,1061,20,16,White
2004,1062,21,18,White
2004,1063,27,12,White
2004,1067,28,16,White
2004,1068,23,14,White
2004,1069,32,14,White
2004,1070,30,17,White
2004,1074,21,16,White
2004,1075,31,16,White
2004,1076,22,12,White
2004,1077,37,16,White
2004,1078,22,12,White
2004,1079,24,14,Other
2004,1084,27,16,White
2004,1086,22,12,White
2004,1087,28,16,White
2004,1088,33,16,White
2004,1089,30,12,White
2004,1091,22,12,White
2004,1092,32,16,White
2004,1093,28,17,White
2004,1095,26,12,White
2004,1097,22,11,White
2004,1098,20,12,White
2004,1100,27,14,White
2004,1101,23,15,White
2004,1102,31,16,White
2004,1103,21,12,White
2004,1104,34,16,White
2004,1105,20,12,White
2004,1106,20,12,White
2004,1107,33,16,Hispanic
2004,1109,24,13,White
2004,1111,19,13,White
2004,1112,23,14,White
2004,1113,30,14,White
2004,1115,18,8,White
2004,1116,32,12,White
2004,1117,28,14,Black
2004,1118,20,12,White
2004,1120,21,12,White
2004,1121,30,16,White
2004,1123,30,11,White
2004,1124,24,13,Black
2004,1125,34,16,White
2004,1126,20,12,White
2004,1127,16,11,White
2004,1128,20,14,White
2004,1129,18,11,White
2004,1131,27,20,White
2004,1132,18,12,White
2004,1134,27,12,White
2004,1135,25,15,White
2004,1136,21,14,White
2004,1138,22,11,White
2004,1139,27,8,White
2004,1140,29,15,White
2004,1141,33,11,White
2004,1142,23,13,White
2004,1145,25,13,White
2004,1146,25,17,White
2004,1151,26,13,White
2004,1152,26,12,White
2004,1153,17,18,White
2004,1154,31,14,White
2004,1155,26,16,White
2004,1156,18,12,White
2004,1157,31,14,White
2004,1159,26,14,White
2004,1161,32,12,White
2004,1162,30,12,White
2004,1163,27,13,White
2004,1166,16,14,White
2004,1167,20,15,White
2004,1168,16,13,White
2004,1169,28,18,White
2004,1170,20,12,White
2004,1171,23,8,White
2004,1172,31,12,White
2004,1173,20,15,White
2004,1174,21,11,Hispanic
2004,1175,21,12,White
2004,1176,27,12,Black
2004,1177,37,13,Black
2004,1178,20,12,White
2004,1180,17,12,White
2004,1181,24,12,White
2004,1182,27,12,White
2004,1183,26,16,White
2004,1184,20,16,White
2004,1186,27,18,White
2004,1189,19,12,White
2004,1190,23,14,White
2004,1192,18,11,White
2004,1194,28,13,White
2004,1196,14,12,White
2004,1197,23,13,White
2004,1198,28,14,White
2004,1199,21,13,White
2004,1200,21,12,White
2004,1201,32,14,White
2004,1202,26,14,White
2004,1203,19,14,White
2004,1204,23,12,White
2004,1205,19,12,White
2004,1206,18,11,White
2004,1207,20,14,White
2004,1209,28,20,White
2004,1210,19,12,White
2004,1211,26,17,White
2004,1212,16,15,White
2004,1213,30,19,White
2004,1215,34,12,White
2004,1218,20,11,White
2004,1220,20,12,White
2004,1221,24,14,White
2004,1222,24,14,White
2004,1223,35,10,Other
2004,1224,26,12,White
2004,1225,24,12,White
2004,1226,21,12,White
2004,1228,18,12,White
2004,1233,28,12,White
2004,1234,22,16,White
2004,1235,25,16,White
2004,1236,21,12,Hispanic
2004,1237,17,13,White
2004,1238,22,15,White
2004,1241,19,12,Black
2004,1242,23,12,White
2004,1244,20,16,White
2004,1245,19,12,White
2004,1246,29,12,White
2004,1247,32,16,White
2004,1248,45,20,White
2004,1250,21,8,White
2004,1251,27,16,White
2004,1252,25,16,White
2004,1255,31,20,White
2004,1256,28,18,White
2004,1257,18,12,White
2004,1258,35,16,White
2004,1260,25,12,White
2004,1261,30,15,White
2004,1262,30,17,White
2004,1263,27,16,White
2004,1264,20,12,White
2004,1266,23,11,White
2004,1267,28,12,White
2004,1268,22,12,White
2004,1269,21,12,White
2004,1272,23,16,White
2004,1274,18,12,Black
2004,1275,18,9,White
2004,1276,21,12,White
2004,1277,21,12,White
2004,1278,38,12,White
2004,1279,19,13,White
2004,1280,28,19,White
2004,1282,22,12,White
2004,1283,27,16,White
2004,1284,24,12,White
2004,1285,17,11,White
2004,1286,21,12,White
2004,1292,37,17,White
2004,1293,32,14,White
2004,1294,26,16,White
2004,1295,25,16,White
2004,1296,27,14,Black
2004,1297,21,19,White
2004,1298,21,14,Black
2004,1301,18,13,Black
2004,1302,22,12,White
2004,1303,22,12,White
2004,1304,36,14,White
2004,1305,28,12,White
2004,1306,22,13,White
2004,1307,18,11,White
2004,1309,19,12,White
2004,1310,21,11,White
2004,1311,31,16,White
2004,1312,26,12,White
2004,1313,23,13,White
2004,1314,32,15,White
2004,1316,27,12,Hispanic
2004,1317,31,16,White
2004,1318,26,14,White
2004,1319,26,15,White
2004,1320,20,9,White
2004,1321,29,20,White
2004,1322,26,14,White
2004,1323,19,12,White
2004,1324,22,12,Hispanic
2004,1325,16,9,Hispanic
2004,1326,18,12,White
2004,1327,19,13,White
2004,1328,21,12,White
2004,1330,23,12,White
2004,1331,22,12,White
2004,1332,28,12,White
2004,1333,21,16,White
2004,1334,28,16,White
2004,1335,27,16,White
2004,1336,19,12,White
2004,1337,26,20,White
2004,1338,21,13,White
2004,1339,30,16,White
2004,1340,20,12,White
2004,1341,26,16,White
2004,1343,23,13,White
2004,1351,18,12,Black
2004,1352,21,12,White
2004,1353,21,13,White
2004,1355,24,14,White
2004,1356,18,12,White
2004,1357,22,12,White
2004,1358,22,12,White
2004,1360,18,12,White
2004,1361,25,12,White
2004,1362,25,12,White
2004,1363,19,8,White
2004,1364,30,14,White
2004,1365,20,16,White
2004,1366,18,12,White
2004,1367,25,16,White
2004,1368,30,17,White
2004,1369,27,15,White
2004,1371,24,12,White
2004,1372,16,12,White
2004,1373,29,17,White
2004,1374,28,17,Other
2004,1375,21,13,White
2004,1376,29,16,White
2004,1377,32,12,White
2004,1378,22,13,White
2004,1381,24,13,White
2004,1382,28,11,Black
2004,1385,21,12,White
2004,1387,17,11,White
2004,1388,21,12,Black
2004,1389,22,13,Hispanic
2004,1390,24,15,Black
2004,1392,27,10,White
2004,1393,26,15,White
2004,1394,30,12,White
2004,1396,18,12,White
2004,1398,23,14,White
2004,1399,24,14,Black
2004,1400,20,12,White
2004,1401,33,16,White
2004,1403,35,16,White
2004,1404,24,13,White
2004,1406,27,16,White
2004,1408,38,20,White
2004,1410,22,15,Black
2004,1411,22,12,White
2004,1412,23,12,White
2004,1413,29,16,White
2004,1414,23,12,White
2004,1417,17,11,Black
2004,1418,20,12,White
2004,1419,15,13,Hispanic
2004,1420,35,17,White
2004,1421,16,9,White
2004,1423,19,10,White
2004,1426,16,9,White
2004,1427,23,12,White
2004,1428,22,12,White
2004,1429,26,12,White
2004,1430,29,15,White
2004,1431,30,20,White
2004,1432,22,12,White
2004,1434,21,12,White
2004,1435,19,14,White
2004,1437,17,12,White
2004,1438,22,16,White
2004,1439,17,11,White
2004,1440,27,16,White
2004,1441,20,12,White
2004,1442,22,12,White
2004,1443,19,11,White
2004,1445,20,11,White
2004,1447,25,14,White
2004,1448,22,12,White
2004,1449,30,12,White
2004,1450,22,13,White
2004,1453,18,15,White
2004,1457,19,11,White
2004,1463,25,16,Other
2004,1464,27,18,White
2004,1465,19,9,Black
2004,1466,26,17,White
2004,1467,19,12,White
2004,1468,20,17,Black
2004,1469,21,17,Black
2004,1470,19,12,White
2004,1473,16,14,Black
2004,1474,23,14,White
2004,1476,24,12,Black
2004,1477,20,9,White
2004,1478,34,16,White
2004,1479,23,12,Black
2004,1480,26,14,Black
2004,1481,20,12,Black
2004,1483,21,15,Black
2004,1484,17,12,Black
2004,1486,21,11,Black
2004,1487,20,12,Black
2004,1489,24,17,White
2004,1492,20,12,White
2004,1494,19,16,White
2004,1496,22,11,White
2004,1498,30,12,White
2004,1500,20,13,White
2004,1501,25,16,White
2004,1502,18,18,White
2004,1503,26,20,White
2004,1504,18,14,White
2004,1508,23,18,White
2004,1509,18,11,White
2004,1510,24,12,White
2004,1511,34,14,White
2004,1512,21,12,White
2004,1513,28,12,White
2004,1514,23,12,White
2004,1515,19,12,White
2004,1516,21,8,White
2004,1517,21,13,White
2004,1518,24,13,White
2004,1520,18,12,White
2004,1521,18,13,White
2004,1522,35,20,White
2004,1523,18,12,White
2004,1524,18,12,White
2004,1525,25,15,White
2004,1526,29,14,White
2004,1527,34,12,White
2004,1528,22,12,White
2004,1529,24,14,White
2004,1530,22,14,White
2004,1533,19,12,White
2004,1534,26,13,White
2004,1535,19,12,Hispanic
2004,1536,18,13,Hispanic
2004,1537,17,9,Hispanic
2004,1538,21,13,White
2004,1539,22,14,Hispanic
2004,1540,21,13,White
2004,1541,18,10,Other
2004,1543,18,14,White
2004,1544,23,16,White
2004,1546,18,11,Black
2004,1547,18,20,Black
2004,1548,24,13,Black
2004,1549,19,12,Black
2004,1550,18,12,Black
2004,1551,23,11,Black
2004,1552,25,8,Black
2004,1555,30,14,Black
2004,1556,17,15,Black
2004,1557,21,12,Black
2004,1558,19,9,Black
2004,1559,20,16,Black
2004,1560,18,10,Black
2004,1562,31,20,Hispanic
2004,1564,19,13,Black
2004,1565,30,14,Black
2004,1566,15,11,Black
2004,1567,18,13,Black
2004,1568,32,14,White
2004,1571,25,20,White
2004,1572,19,10,White
2004,1573,23,12,Black
2004,1574,25,14,White
2004,1576,17,12,Black
2004,1577,35,16,Hispanic
2004,1581,33,12,White
2004,1586,35,11,White
2004,1587,19,11,White
2004,1591,29,14,White
2004,1593,19,12,White
2004,1594,16,20,White
2004,1595,20,13,Black
2004,1596,17,15,Black
2004,1597,17,14,Black
2004,1598,19,18,Black
2004,1599,25,12,Black
2004,1600,17,16,Black
2004,1601,17,9,Black
2004,1603,28,13,Hispanic
2004,1604,22,12,Hispanic
2004,1605,23,16,Black
2004,1606,21,14,Black
2004,1609,36,17,White
2004,1611,29,16,White
2004,1613,27,16,White
2004,1617,32,16,White
2004,1618,31,14,Black
2004,1622,21,13,Black
2004,1624,20,12,White
2004,1626,22,14,White
2004,1627,27,19,White
2004,1630,30,17,White
2004,1632,17,12,White
2004,1634,20,12,Hispanic
2004,1637,30,20,White
2004,1639,39,20,White
2004,1640,28,20,Black
2004,1642,30,18,White
2004,1643,29,16,White
2004,1644,25,18,White
2004,1645,19,15,Other
2004,1646,19,13,Black
2004,1647,30,13,Black
2004,1648,21,15,White
2004,1651,40,19,Black
2004,1654,21,18,White
2004,1655,27,11,White
2004,1656,25,14,White
2004,1657,26,20,Other
2004,1658,19,12,Black
2004,1660,26,11,Black
2004,1665,21,13,White
2004,1666,41,16,White
2004,1667,23,16,White
2004,1669,17,11,White
2004,1670,21,12,White
2004,1672,24,15,White
2004,1673,20,12,White
