id,hours,class,racehisp,region
687,40,Middle,White,West
688,50,Middle,White,West
696,50,Working,Black,West
697,50,Middle,White,West
698,25,Working,White,West
700,30,Middle,White,West
701,30,Working,White,West
703,40,Working,White,West
704,23,Middle,White,West
705,38,Working,White,West
706,40,Middle,Hispanic,West
707,50,Middle,White,West
708,48,Working,Other,West
709,20,Middle,White,West
711,39,Working,White,New England
712,20,Middle,White,New England
713,60,Middle,White,New England
714,50,Middle,White,New England
715,36,Middle,White,New England
719,50,Middle,White,New England
721,40,Working,White,New England
722,40,Working,White,New England
725,25,Middle,White,New England
726,48,Middle,White,New England
728,39,Working,White,New England
736,40,Working,White,Southeast
737,40,Working,White,Southeast
738,56,Middle,White,Southeast
742,52,Working,White,Southeast
744,40,Working,White,Southeast
746,29,Working,White,Southeast
747,38,Working,White,Southeast
749,48,Working,Black,Southeast
750,28,Working,Black,Southeast
752,70,Lower,White,Southeast
753,48,Working,Black,Southeast
756,84,Middle,White,Southeast
758,65,Upper,White,Southeast
764,40,Upper,White,Southeast
767,48,Middle,White,Southeast
769,34,Middle,White,Midwest
773,40,Middle,White,Midwest
776,35,Middle,White,Midwest
777,38,Working,White,Midwest
778,40,Working,White,Midwest
782,55,Middle,White,Midwest
783,45,Working,White,Midwest
790,42,Working,White,Midwest
802,50,Working,Black,Midwest
804,46,Working,White,Midwest
806,16,Working,White,Midwest
807,44,Lower,Black,Midwest
808,20,Middle,White,Midwest
809,55,Middle,White,Midwest
810,70,Working,White,Midwest
811,40,Middle,White,Midwest
813,66,Working,Black,Midwest
816,27,Working,Black,Midwest
817,30,Lower,White,Southeast
818,45,Middle,White,Southeast
819,34,Working,White,Southeast
820,60,Working,White,Southeast
821,49,Working,White,Southeast
822,40,Middle,White,Southeast
824,48,Working,White,Southeast
828,60,Working,White,Southeast
830,44,Working,White,Southeast
832,40,Working,White,Southeast
833,60,Middle,White,Southeast
834,56,Middle,White,Southeast
835,40,Middle,White,Southeast
837,38,Working,White,Southeast
839,45,Lower,White,Southeast
842,40,Working,White,West
843,45,Working,White,West
844,40,Working,Other,West
847,40,Middle,White,West
848,32,Upper,White,West
849,30,Working,White,West
851,89,Middle,White,West
854,40,Middle,White,West
855,64,Middle,Hispanic,West
856,40,Working,White,West
858,40,Middle,White,West
859,10,Middle,White,West
861,40,Working,White,West
862,10,Middle,Hispanic,West
863,80,Middle,White,West
864,40,Middle,White,West
866,25,Middle,White,West
867,30,Middle,White,West
868,60,Working,White,West
870,44,Working,White,West
873,37,Working,White,Midwest
874,40,Middle,White,Midwest
875,40,Middle,White,Midwest
876,35,Lower,White,Midwest
878,11,Working,White,Midwest
879,42,Middle,White,Midwest
880,45,Working,White,Midwest
882,50,Middle,White,Midwest
883,40,Middle,White,Midwest
885,45,Working,White,Midwest
886,85,Upper,White,Midwest
889,50,Middle,White,Midwest
890,40,Working,White,Midwest
891,40,Lower,White,Midwest
892,20,Working,White,Midwest
893,40,Middle,White,Midwest
894,60,Middle,White,Midwest
897,40,Working,White,Midwest
898,40,Middle,White,Midwest
900,40,Middle,White,Midwest
901,45,Working,White,Midwest
902,42,Working,White,Midwest
905,40,Working,White,Midwest
906,48,Working,White,Midwest
909,50,Middle,White,Midwest
912,14,Middle,White,West
915,45,Working,White,West
917,40,Working,White,West
918,40,Working,Hispanic,West
920,35,Working,White,West
923,50,Working,Hispanic,West
928,42,Working,White,West
930,6,Working,Hispanic,West
933,27,Working,Hispanic,Midwest
934,48,Working,White,Midwest
935,45,Middle,Hispanic,Midwest
936,40,Middle,Hispanic,Midwest
937,40,Working,Hispanic,Midwest
939,50,Working,Hispanic,Midwest
944,42,Middle,White,Midwest
945,37,Working,Hispanic,Midwest
946,41,Working,White,Midwest
952,50,Working,Hispanic,Midwest
954,60,Middle,White,West
955,86,Middle,White,West
956,50,Middle,White,West
960,52,Middle,White,West
962,43,Middle,White,West
963,40,Middle,White,West
966,42,Middle,White,West
968,30,Working,White,West
969,10,Working,Other,West
970,40,Working,White,Midwest
971,49,Working,White,Midwest
972,37,Working,White,Midwest
973,37,Working,White,Midwest
974,45,Working,White,Midwest
978,40,Middle,White,Midwest
982,40,Middle,White,Midwest
984,30,Middle,White,Midwest
985,40,Working,White,Midwest
988,30,Middle,White,Midwest
990,40,Working,White,Midwest
991,16,Working,White,Midwest
994,36,Middle,White,Midwest
998,50,Working,White,Midwest
999,12,Working,White,Midwest
1000,60,Working,White,Midwest
1008,50,Middle,White,Middle Atlantic
1011,20,Lower,White,Middle Atlantic
1012,70,Working,White,Middle Atlantic
1013,45,Working,White,Middle Atlantic
1015,70,Middle,Black,Middle Atlantic
1016,48,Working,Black,Middle Atlantic
1017,38,Working,Hispanic,Middle Atlantic
1020,40,Working,White,Middle Atlantic
1021,40,Working,White,Midwest
1022,40,Middle,White,Midwest
1024,60,Middle,White,Midwest
1025,40,Working,White,Midwest
1027,40,Middle,White,Midwest
1028,50,Working,Hispanic,Midwest
1031,50,Working,White,Midwest
1032,37,Working,Other,Midwest
1034,45,Working,White,Midwest
1035,35,Middle,White,Midwest
1036,10,Middle,White,Midwest
1039,32,Working,White,Midwest
1044,30,Working,White,Midwest
1046,24,Middle,White,Southeast
1050,20,Middle,White,Southeast
1051,9,Middle,White,Southeast
1053,60,Middle,White,Southeast
1054,44,Middle,White,Southeast
1055,80,Middle,White,Southeast
1056,45,Middle,White,Southeast
1059,16,Working,White,Southeast
1062,40,Middle,Black,Southeast
1063,40,Working,Black,Southeast
1064,47,Middle,White,Southeast
1065,87,Working,Black,Southeast
1066,40,Middle,White,Southeast
1068,45,Working,White,Southeast
1070,40,Middle,White,Southeast
1071,40,Working,White,Southeast
1072,32,Middle,Black,Southeast
1077,48,Middle,White,West
1081,40,Working,White,West
1082,84,Working,Hispanic,West
1087,44,Middle,White,West
1089,40,Working,Black,West
1092,60,Middle,White,West
1093,40,Working,Other,West
1094,50,Middle,White,West
1101,32,Middle,White,Midwest
1105,65,Working,White,Midwest
1106,20,Working,White,Midwest
1110,50,Middle,White,Midwest
1111,80,Middle,White,Midwest
1112,40,Lower,White,Midwest
1113,40,Working,White,Midwest
1114,40,Middle,White,Midwest
1118,45,Working,Black,Middle Atlantic
1119,40,Working,White,Middle Atlantic
1125,20,Working,White,Middle Atlantic
1126,40,Working,Black,Middle Atlantic
1127,40,Working,Hispanic,Middle Atlantic
1128,38,Working,White,Middle Atlantic
1130,40,Middle,White,Middle Atlantic
1131,55,Middle,Black,Middle Atlantic
1132,40,Middle,White,Middle Atlantic
1134,50,Middle,White,Middle Atlantic
1140,35,Middle,White,Middle Atlantic
1141,20,Lower,White,Middle Atlantic
1143,55,Middle,White,Middle Atlantic
1144,40,Working,Black,Middle Atlantic
1145,70,Working,White,Middle Atlantic
1146,50,Middle,White,Middle Atlantic
1147,40,Middle,White,Middle Atlantic
1157,50,Working,White,Middle Atlantic
1158,40,Working,White,Middle Atlantic
1162,89,Working,White,Middle Atlantic
1166,40,Working,White,Middle Atlantic
1170,44,Working,White,Middle Atlantic
1171,45,Middle,White,New England
1173,40,Upper,White,New England
1174,34,Middle,White,New England
1175,72,Working,Other,New England
1176,55,Middle,White,New England
1178,32,Middle,White,New England
1179,37,Working,Hispanic,New England
1182,70,Middle,White,New England
1183,35,Middle,White,New England
1184,40,Middle,Hispanic,New England
1186,45,Working,White,New England
1188,20,Middle,White,New England
1190,52,Working,White,New England
1191,75,Middle,White,New England
1194,14,Working,White,West
1197,35,Working,Hispanic,West
1202,40,Working,White,West
1204,40,Middle,White,West
1207,40,Lower,Hispanic,West
1208,60,Middle,White,New England
1210,40,Working,Other,New England
1213,40,Working,Hispanic,New England
1214,6,Working,White,New England
1215,42,Middle,Black,New England
1217,32,Working,White,New England
1218,30,Working,White,New England
1220,70,Working,White,New England
1222,40,Working,White,New England
1223,32,Working,Black,New England
1224,40,Working,Black,New England
1225,20,Middle,Black,New England
1226,40,Working,Black,New England
1227,40,Middle,White,Midwest
1228,40,Middle,White,Midwest
1230,50,Working,White,Midwest
1233,40,Working,Black,Midwest
1235,55,Middle,White,Midwest
1236,45,Middle,White,Midwest
1240,48,Lower,Hispanic,Midwest
1241,44,Middle,White,Midwest
1244,45,Middle,White,Southeast
1246,43,Middle,White,Southeast
1247,53,Middle,White,Southeast
1251,70,Middle,White,Southeast
1252,40,Working,White,Southeast
1253,40,Middle,Black,Southeast
1255,60,Working,White,Southeast
1256,40,Working,Black,Southeast
1257,50,Middle,Black,Southeast
1261,16,Working,Black,Midwest
1263,40,Middle,Black,Midwest
1264,65,Working,Black,Midwest
1265,40,Middle,Black,Midwest
1267,10,Working,White,Midwest
1270,26,Working,White,Midwest
1273,40,Middle,White,Midwest
1274,45,Working,White,Midwest
1276,32,Working,Black,Midwest
1277,30,Working,White,Midwest
1278,45,Working,White,Midwest
1279,45,Middle,Black,Midwest
1280,40,Working,Black,Midwest
1281,40,Working,White,Midwest
1283,24,Middle,Hispanic,Midwest
1285,40,Working,White,Midwest
1286,40,Working,White,Midwest
1288,32,Working,White,Midwest
1289,40,Middle,White,Midwest
1292,30,Middle,Black,Midwest
1293,60,Working,White,Midwest
1294,50,Working,Black,Midwest
1295,40,Middle,White,Midwest
1296,60,Middle,White,Midwest
1302,40,Working,White,Midwest
1303,55,Middle,Black,Midwest
1305,50,Middle,White,Middle Atlantic
1306,60,Middle,Other,Middle Atlantic
1308,40,Middle,White,Middle Atlantic
1309,40,Working,White,Middle Atlantic
1312,40,Working,Black,Middle Atlantic
1314,40,Working,White,Middle Atlantic
1315,45,Lower,White,Middle Atlantic
1316,30,Working,Black,Middle Atlantic
1321,43,Working,White,Middle Atlantic
1322,56,Middle,White,Middle Atlantic
1323,60,Middle,White,Middle Atlantic
1325,80,Middle,White,Middle Atlantic
1326,40,Working,White,Middle Atlantic
1328,35,Working,White,Middle Atlantic
1329,45,Working,White,Middle Atlantic
1330,40,Working,White,Middle Atlantic
1333,43,Working,White,Middle Atlantic
1338,50,Working,White,Middle Atlantic
1340,65,Middle,White,Middle Atlantic
1342,49,Middle,White,Middle Atlantic
1347,40,Working,White,Midwest
1353,50,Working,White,Midwest
1354,50,Working,White,Midwest
1355,30,Working,White,Midwest
1356,50,Working,White,Midwest
1357,52,Working,White,Midwest
1358,45,Middle,White,Midwest
1359,55,Middle,White,Midwest
1360,50,Middle,White,Midwest
1361,60,Middle,White,Midwest
1362,42,Middle,White,Midwest
1363,60,Middle,White,Midwest
1367,50,Middle,White,Midwest
1368,47,Working,White,Midwest
1372,34,Working,White,Midwest
1374,60,Working,White,Midwest
1382,42,Middle,Black,Southeast
1385,40,Middle,Black,Southeast
1387,45,Middle,White,Southeast
1388,45,Middle,Black,Southeast
1389,45,Middle,White,Southeast
1397,43,Middle,White,Southeast
1400,45,Middle,White,Southeast
1401,40,Working,White,Southeast
1402,37,Working,White,Southeast
1404,36,Middle,White,Southeast
1406,62,Working,White,Southeast
1407,40,Working,White,Southeast
1408,35,Middle,White,Southeast
1410,37,Working,White,Southeast
1411,40,Working,White,Southeast
1412,50,Middle,White,Southeast
1413,89,Working,White,Southeast
1414,65,Middle,White,Southeast
1417,40,Working,White,Midwest
1419,40,Middle,White,Midwest
1421,35,Middle,White,Midwest
1422,50,Middle,White,Midwest
1423,45,Middle,White,Midwest
1425,40,Working,White,Midwest
1428,60,Working,Black,Midwest
1431,40,Working,Black,Midwest
1434,40,Working,White,Midwest
1435,55,Middle,White,Midwest
1436,23,Middle,Black,Midwest
1440,32,Middle,White,Midwest
1441,20,Upper,White,Midwest
1443,50,Middle,White,Midwest
1447,45,Working,Black,Midwest
1448,50,Working,Black,Midwest
1449,30,Upper,Hispanic,Midwest
1450,40,Middle,White,Midwest
1454,30,Middle,White,Midwest
1455,16,Working,Black,Southeast
1456,64,Working,Black,Southeast
1458,30,Lower,Black,Southeast
1459,40,Middle,Black,Southeast
1460,34,Working,Black,Southeast
1462,32,Working,Black,Southeast
1463,40,Middle,Black,Southeast
1465,42,Working,Black,Southeast
1467,40,Working,Black,Southeast
1468,40,Working,White,Southeast
1469,40,Middle,White,Southeast
1470,40,Working,Black,Southeast
1472,15,Working,Black,Southeast
1476,20,Middle,White,Southeast
1479,40,Working,White,Southeast
1483,70,Working,White,Southeast
1485,60,Middle,White,Midwest
1486,32,Working,White,Midwest
1491,40,Middle,White,Midwest
1492,88,Middle,White,Midwest
1494,30,Working,Black,Midwest
1497,40,Working,White,Midwest
1499,75,Middle,White,Midwest
1503,40,Working,Other,Midwest
1505,40,Upper,White,Midwest
1506,40,Working,White,Midwest
1507,43,Middle,White,Midwest
1508,55,Working,White,Midwest
1511,40,Middle,Black,Midwest
1512,40,Working,Black,Midwest
1513,40,Working,White,Midwest
1514,55,Working,Other,Midwest
1518,40,Working,White,Midwest
1520,65,Working,White,Midwest
1523,40,Working,White,Midwest
1525,50,Working,White,Midwest
1526,42,Working,White,Midwest
1527,37,Middle,White,Southeast
1528,50,Middle,White,Southeast
1529,50,Middle,White,Southeast
1530,40,Middle,White,Southeast
1531,40,Middle,White,Southeast
1533,45,Middle,White,Southeast
1534,40,Middle,White,Southeast
1535,38,Working,White,Southeast
1536,50,Middle,Hispanic,Southeast
1537,55,Middle,White,Southeast
1541,30,Middle,Hispanic,Southeast
1542,50,Middle,White,Southeast
1543,60,Lower,Black,Southeast
1545,37,Middle,Hispanic,Southeast
1547,5,Middle,Black,Southeast
1548,40,Middle,Hispanic,Southeast
1549,80,Middle,Black,Southeast
1550,40,Middle,Black,Southeast
1553,40,Working,Black,Midwest
1556,50,Working,White,Midwest
1557,45,Working,White,Midwest
1558,40,Working,White,Midwest
1561,70,Working,White,Midwest
1562,15,Middle,White,Midwest
1566,43,Working,Black,Midwest
1567,40,Working,Black,Midwest
1568,50,Middle,Black,Midwest
1570,50,Working,White,West
1571,18,Middle,White,West
1573,40,Middle,White,West
1574,40,Working,White,West
1575,50,Middle,Hispanic,West
1579,45,Middle,White,West
1582,60,Middle,White,West
1583,40,Working,Hispanic,West
1584,40,Middle,White,West
1585,40,Working,White,West
1586,20,Middle,White,West
1587,44,Working,White,West
1588,40,Middle,White,West
1589,50,Working,White,West
1590,40,Working,White,West
1591,45,Middle,White,West
1592,40,Working,White,Midwest
1593,75,Working,White,Midwest
1594,30,Lower,White,Midwest
1595,50,Working,White,Midwest
1596,44,Middle,White,Midwest
1597,40,Middle,White,Midwest
1599,45,Middle,White,Midwest
1600,40,Middle,White,Midwest
1602,49,Working,White,Midwest
1603,60,Middle,White,Midwest
1606,35,Working,White,Midwest
1607,38,Middle,White,Midwest
1611,62,Working,Black,Southeast
1612,50,Middle,Hispanic,Southeast
1613,46,Working,Black,Southeast
1614,40,Working,Black,Southeast
1617,50,Lower,Hispanic,Southeast
1618,40,Middle,Hispanic,Southeast
1619,60,Working,White,Southeast
1621,40,Working,Hispanic,Southeast
1623,44,Working,Hispanic,Southeast
1628,38,Working,Other,West
1629,50,Middle,White,West
1630,55,Middle,White,West
1632,40,Middle,White,West
1634,85,Middle,White,West
1636,45,Middle,White,West
1638,40,Middle,White,West
1644,16,Working,Hispanic,West
1648,26,Working,White,West
1649,37,Middle,White,West
1651,40,Middle,White,West
1652,40,Middle,White,West
1653,28,Middle,Other,West
1654,20,Middle,White,West
1655,48,Middle,White,West
1656,70,Middle,White,Middle Atlantic
1657,68,Working,White,Middle Atlantic
1658,47,Middle,White,Middle Atlantic
1659,24,Middle,White,Middle Atlantic
1662,40,Working,Black,Middle Atlantic
1663,52,Working,Black,Middle Atlantic
1664,38,Working,Black,Middle Atlantic
1668,21,Working,White,Middle Atlantic
1669,40,Working,White,Middle Atlantic
1671,28,Middle,White,Middle Atlantic
1674,89,Working,White,Southeast
1675,45,Working,White,Southeast
1676,40,Middle,Black,Southeast
1677,63,Upper,Black,Southeast
1679,40,Working,Black,Southeast
1680,25,Working,Black,Southeast
1684,31,Working,Black,Southeast
1685,32,Working,Black,Southeast
1686,15,Working,Other,Southeast
1688,40,Middle,White,Southeast
1689,40,Middle,White,Southeast
1690,16,Working,Hispanic,Southeast
1691,42,Middle,Black,Southeast
1692,54,Middle,White,Southeast
1693,40,Middle,White,Southeast
1694,48,Middle,White,Southeast
1696,40,Middle,Black,Southeast
1697,48,Middle,White,Southeast
1699,30,Working,Hispanic,West
1700,40,Working,Black,West
1702,65,Working,Other,West
1703,40,Working,Black,West
1704,25,Working,Hispanic,West
1708,50,Middle,White,West
1709,60,Middle,White,West
1712,40,Working,White,West
1713,55,Middle,Hispanic,West
1714,50,Middle,White,West
1715,60,Working,White,West
1716,45,Middle,White,West
1717,40,Working,White,West
1719,15,Middle,White,West
1721,50,Middle,White,West
1722,9,Working,Hispanic,West
1723,40,Working,Hispanic,West
1725,26,Working,Hispanic,West
1726,17,Middle,White,West
1730,60,Working,Black,Midwest
1731,45,Working,White,Midwest
1732,45,Working,Black,Midwest
1742,55,Middle,Other,Midwest
1744,34,Middle,White,Midwest
1746,43,Middle,White,Midwest
1747,16,Working,Hispanic,Midwest
1749,89,Working,White,Midwest
1751,14,Working,White,Midwest
1752,50,Middle,Black,Midwest
1753,40,Middle,White,Midwest
1754,40,Working,White,Midwest
1756,45,Middle,White,Midwest
1758,40,Middle,Black,Midwest
1759,40,Working,Black,Midwest
1763,37,Working,Black,Midwest
1765,45,Working,White,Midwest
1768,35,Working,White,Midwest
1769,89,Working,White,Midwest
1770,41,Working,Hispanic,Midwest
1771,54,Working,White,Midwest
1774,40,Working,Black,Midwest
1775,55,Middle,Other,Midwest
1777,45,Middle,White,Midwest
1778,60,Working,White,Midwest
1779,40,Middle,White,Midwest
1782,37,Middle,Hispanic,Midwest
1785,45,Middle,White,Southeast
1786,40,Working,White,Southeast
1787,45,Middle,White,Southeast
1788,22,Middle,White,Southeast
1789,89,Working,White,Southeast
1792,30,Middle,White,Southeast
1793,55,Working,White,Southeast
1795,20,Lower,White,Southeast
1796,37,Working,Hispanic,Southeast
1798,50,Middle,White,Southeast
1799,84,Working,White,Southeast
1803,48,Middle,White,Southeast
1805,55,Middle,White,Southeast
1806,40,Middle,White,Southeast
1807,40,Working,White,Southeast
1809,40,Middle,White,Southeast
1810,30,Working,White,Southeast
1815,42,Middle,White,Southeast
1816,40,Middle,Black,Southeast
1817,70,Middle,White,Southeast
1818,45,Working,Black,Southeast
1820,24,Upper,White,Southeast
1821,60,Upper,White,Southeast
1823,50,Upper,White,Southeast
1824,60,Upper,White,Southeast
1825,55,Middle,White,Southeast
1827,25,Upper,White,Southeast
1828,35,Middle,White,Southeast
1829,45,Upper,White,Southeast
1831,32,Middle,Hispanic,Southeast
1832,12,Middle,White,Southeast
1834,40,Middle,White,Southeast
1836,55,Middle,White,Southeast
1837,40,Middle,White,Southeast
1838,60,Middle,White,Southeast
1840,40,Middle,Black,Southeast
1841,45,Working,White,Southeast
1843,48,Middle,Black,Southeast
1844,20,Working,Black,Southeast
1845,40,Working,Black,Southeast
1846,40,Working,Black,Southeast
1848,47,Middle,Black,Southeast
1849,40,Working,Black,Southeast
1850,32,Middle,Black,Southeast
1851,41,Working,White,Southeast
1852,24,Working,Black,New England
1858,40,Middle,White,New England
1859,30,Middle,White,New England
1860,15,Middle,White,New England
1861,60,Working,Hispanic,New England
1862,40,Middle,White,New England
1863,45,Upper,White,New England
1864,30,Middle,White,New England
1865,40,Middle,White,New England
1867,38,Middle,White,New England
1870,55,Middle,White,New England
1871,44,Middle,White,New England
1872,40,Working,White,New England
1874,10,Working,White,New England
1875,50,Middle,White,New England
1878,20,Middle,White,New England
1879,25,Middle,White,New England
1882,38,Middle,White,New England
1883,60,Middle,Black,Southeast
1885,50,Working,Black,Southeast
1888,40,Middle,White,Southeast
1889,35,Middle,Hispanic,Southeast
1891,58,Working,Hispanic,Southeast
1892,46,Middle,White,Southeast
1893,40,Middle,Hispanic,Southeast
1894,40,Middle,White,Southeast
1895,60,Working,White,Southeast
1896,40,Working,Black,Southeast
1897,40,Middle,Black,Southeast
1898,60,Upper,Black,Southeast
1899,40,Middle,Black,Southeast
1900,64,Working,Black,Southeast
1902,40,Middle,Black,Southeast
1903,40,Working,Black,Southeast
1905,24,Working,White,Southeast
1906,32,Working,Other,Southeast
1907,50,Middle,Other,Southeast
1911,45,Middle,White,Southeast
1912,55,Middle,White,Southeast
1913,45,Middle,White,Southeast
1914,48,Middle,White,Southeast
1915,50,Middle,White,Southeast
1916,16,Middle,White,Southeast
1917,12,Middle,Black,Southeast
1918,40,Working,White,Southeast
1919,40,Middle,Black,Southeast
1920,60,Middle,Black,Southeast
1923,17,Working,White,Southeast
1926,70,Working,White,Midwest
1929,30,Middle,White,Midwest
1932,3,Working,Black,Midwest
1935,40,Working,Black,Midwest
1937,40,Lower,Other,West
1938,75,Working,White,West
1939,40,Working,White,West
1940,60,Middle,White,West
1941,41,Working,Other,West
1942,40,Lower,White,West
1943,45,Middle,Other,West
1944,40,Working,White,West
1945,45,Lower,White,West
1947,65,Working,White,West
1948,47,Working,White,West
1949,55,Middle,White,West
1951,20,Middle,White,West
1953,40,Middle,White,West
1957,65,Working,White,West
1958,48,Working,White,West
1959,40,Middle,White,West
1963,46,Middle,White,West
1964,40,Working,White,West
1967,60,Middle,White,West
1969,60,Working,White,West
1971,60,Middle,White,West
1973,50,Middle,White,New England
1974,52,Working,White,New England
1977,46,Working,White,New England
1978,50,Middle,White,New England
1980,45,Middle,White,New England
1983,40,Working,White,New England
1984,48,Working,White,New England
1987,50,Middle,White,New England
1990,45,Working,White,New England
1993,28,Middle,White,New England
1995,16,Middle,White,New England
1996,32,Working,White,Southeast
1997,12,Middle,Other,Southeast
2000,61,Middle,Black,Southeast
2009,40,Middle,White,Southeast
2010,40,Working,White,Southeast
2011,38,Working,White,Southeast
2012,60,Working,White,Southeast
2013,40,Working,White,Southeast
2014,40,Working,White,Southeast
2015,16,Working,White,Southeast
2018,40,Working,White,Southeast
2019,28,Working,Hispanic,Southeast
2025,39,Middle,White,Southeast
2026,42,Working,White,Midwest
2027,40,Working,White,Midwest
2028,36,Working,White,Midwest
2029,40,Working,White,Midwest
2032,52,Working,White,Midwest
2034,32,Working,White,Midwest
2038,40,Working,White,Midwest
2039,50,Working,White,Midwest
2043,40,Working,White,Midwest
2044,45,Middle,Hispanic,Midwest
2045,40,Working,White,Midwest
2046,30,Working,White,Midwest
2047,35,Middle,White,Midwest
2048,45,Working,White,Midwest
2049,70,Working,White,Midwest
2050,45,Working,White,Midwest
2052,35,Working,White,Midwest
2054,40,Middle,White,Midwest
2057,40,Middle,White,Midwest
2059,55,Middle,White,Midwest
2060,40,Middle,White,Midwest
2061,40,Middle,White,Midwest
2063,40,Middle,White,Midwest
2064,18,Upper,White,Midwest
2065,40,Working,White,Midwest
2066,36,Middle,White,Midwest
2067,35,Middle,White,Midwest
2068,45,Working,White,Midwest
2073,32,Working,White,Midwest
2075,40,Middle,White,Midwest
2080,35,Middle,White,Midwest
2081,40,Middle,White,Midwest
2082,40,Middle,Other,Midwest
2086,40,Working,White,Midwest
2088,44,Working,White,Midwest
2089,40,Working,White,Midwest
2092,40,Middle,Black,Midwest
2093,15,Working,White,Midwest
2094,40,Working,White,Midwest
2095,50,Middle,Other,Midwest
2096,65,Working,Black,Midwest
2098,43,Working,White,Midwest
2101,49,Working,White,Midwest
2102,70,Working,White,Midwest
2105,48,Working,Hispanic,Midwest
2106,32,Working,White,Midwest
2108,30,Working,White,Midwest
2109,50,Working,White,Midwest
2110,40,Working,White,Midwest
2111,40,Working,White,Midwest
2112,40,Working,White,Midwest
2114,45,Middle,White,Midwest
2116,40,Working,Black,Midwest
2118,40,Middle,White,Midwest
2123,42,Working,White,Midwest
2125,84,Working,White,Midwest
2128,40,Middle,White,Midwest
2133,40,Middle,White,Midwest
2135,80,Working,Black,Midwest
2138,42,Middle,White,Midwest
2139,52,Working,White,Midwest
2140,70,Middle,White,Midwest
2143,40,Middle,White,Midwest
2144,37,Working,White,Midwest
2145,50,Middle,White,Midwest
2146,55,Middle,White,Midwest
2147,45,Working,White,Midwest
2149,50,Working,White,Midwest
2151,50,Middle,White,Midwest
2152,60,Working,White,Midwest
2153,40,Working,White,Midwest
2154,40,Working,White,Midwest
2156,65,Middle,White,Midwest
2158,40,Working,White,Midwest
2159,48,Working,White,Midwest
2164,40,Working,White,Midwest
2165,40,Middle,White,Midwest
2166,37,Working,White,Midwest
2167,35,Working,White,Midwest
2168,50,Working,White,Midwest
2170,40,Working,White,Midwest
2171,55,Middle,White,Midwest
2175,40,Middle,White,Midwest
2177,25,Working,White,Midwest
2179,60,Working,White,Midwest
2181,40,Middle,White,Midwest
2184,53,Working,White,Midwest
2185,31,Middle,White,Midwest
2186,53,Working,Black,Midwest
2187,20,Working,White,Midwest
2188,32,Working,White,Midwest
2190,6,Working,White,Midwest
2191,30,Middle,White,Midwest
2193,40,Working,White,Midwest
2194,60,Working,Other,Midwest
2195,40,Working,White,Midwest
2197,40,Working,Hispanic,Midwest
2198,40,Working,White,Midwest
2200,36,Middle,White,Midwest
2203,58,Working,White,Midwest
2205,50,Middle,White,Midwest
2206,36,Working,White,Midwest
2207,45,Middle,White,Midwest
2208,31,Working,White,West
2209,40,Working,White,West
2212,40,Working,White,West
2213,39,Working,White,West
2215,75,Working,White,West
2216,42,Working,White,West
2217,40,Working,White,West
2219,70,Working,White,West
2220,60,Working,White,West
2221,50,Working,White,West
2224,40,Middle,White,West
2225,40,Working,White,West
2226,50,Working,White,West
2227,43,Working,White,West
2228,85,Middle,White,West
2229,62,Working,White,Middle Atlantic
2231,40,Working,White,Middle Atlantic
2232,45,Lower,White,Middle Atlantic
2238,20,Working,White,Middle Atlantic
2239,24,Working,White,Middle Atlantic
2241,40,Working,White,Middle Atlantic
2242,40,Working,White,Middle Atlantic
2243,40,Middle,White,Middle Atlantic
2244,40,Working,White,Middle Atlantic
2249,40,Working,Black,Southeast
2252,89,Working,Black,Southeast
2254,37,Working,Black,Southeast
2255,62,Working,Black,Southeast
2257,32,Working,Black,Southeast
2259,40,Upper,Black,Southeast
2260,32,Working,Black,Southeast
2261,40,Working,Black,Southeast
2262,48,Middle,Black,Southeast
2264,50,Middle,White,Southeast
2265,55,Middle,White,Southeast
2268,48,Working,White,Southeast
2269,65,Middle,White,Southeast
2270,24,Middle,White,Southeast
2271,22,Working,White,Southeast
2272,55,Middle,White,Southeast
2273,60,Working,White,Southeast
2274,70,Middle,White,Southeast
2275,50,Working,White,Southeast
2279,40,Working,White,Southeast
2284,47,Working,Black,Southeast
2285,72,Working,Black,Southeast
2286,40,Working,Black,Southeast
2287,60,Working,White,Midwest
2288,40,Middle,White,Midwest
2290,40,Working,White,Midwest
2292,32,Working,Other,Midwest
2294,50,Working,White,Midwest
2295,45,Working,White,Midwest
2297,40,Middle,White,Midwest
2298,45,Working,White,Midwest
2304,44,Middle,White,Midwest
2307,30,Middle,Other,Midwest
2308,56,Middle,White,Midwest
2309,40,Middle,White,Midwest
2311,40,Working,White,Midwest
2312,40,Working,White,Midwest
2313,36,Working,White,Midwest
2317,35,Working,White,Midwest
2319,41,Working,White,Midwest
2320,45,Working,White,Midwest
2321,40,Middle,White,Midwest
2325,89,Working,Other,Midwest
2326,42,Working,White,Midwest
2327,65,Working,Hispanic,Midwest
2329,53,Working,White,Midwest
2334,50,Middle,White,Midwest
2335,44,Middle,White,Midwest
2336,50,Working,White,Midwest
2337,56,Working,White,Midwest
2338,20,Working,White,Midwest
2339,89,Middle,White,Midwest
2341,42,Working,White,Midwest
2342,46,Middle,White,Midwest
2343,56,Working,Hispanic,Midwest
2344,50,Middle,White,Midwest
2346,20,Working,White,Midwest
2347,12,Working,White,Midwest
2349,36,Working,Black,Midwest
2350,52,Middle,Hispanic,Midwest
2352,30,Working,White,Midwest
2353,10,Upper,Black,Midwest
