id,hours,class,racehisp,region
3904,41,Working,White,Midwest
3907,40,Middle,Black,Midwest
3908,45,Working,Black,Midwest
3914,40,Working,White,Southeast
3915,75,Middle,White,Southeast
3920,40,Working,White,Southeast
3922,40,Middle,White,Southeast
3930,40,Working,White,Southeast
3933,40,Middle,White,Southeast
3934,40,Working,White,Southeast
3935,40,Working,Black,Southeast
3939,70,Lower,Black,Southeast
3941,52,Working,Black,Southeast
3942,24,Middle,Black,Southeast
3945,48,Working,Black,Southeast
3946,40,Middle,White,Southeast
3949,40,Working,Other,Southeast
3950,70,Working,White,Southeast
3953,55,Middle,White,Southeast
3954,69,Middle,White,Southeast
3956,75,Working,White,Southeast
3957,30,Working,White,Southeast
3972,40,Working,Black,Midwest
3973,38,Middle,Black,Midwest
3976,80,Working,White,Midwest
3977,40,Working,White,Midwest
3980,46,Working,Black,Midwest
3983,50,Working,Black,Midwest
3986,43,Middle,Black,Midwest
3991,40,Working,Black,Midwest
3993,43,Working,Black,Midwest
3996,40,Working,Black,Midwest
3999,40,Working,Black,Midwest
4002,20,Working,Black,Midwest
4006,40,Middle,White,Midwest
4008,38,Lower,Black,Midwest
4011,40,Working,Black,Midwest
4012,56,Working,White,Midwest
4015,30,Working,Black,Midwest
4016,30,Working,White,Midwest
4020,50,Working,Hispanic,Southeast
4025,40,Working,Black,Southeast
4026,44,Working,White,Southeast
4031,30,Working,Hispanic,Southeast
4036,40,Lower,White,Southeast
4037,40,Working,White,Southeast
4041,40,Working,White,Southeast
4043,36,Middle,White,Southeast
4047,50,Middle,White,Southeast
4054,40,Working,White,Southeast
4057,40,Working,Black,Southeast
4062,65,Working,Hispanic,Southeast
4067,40,Working,Black,Southeast
4081,50,Working,Black,Midwest
4083,37,Working,White,Midwest
4085,40,Working,Hispanic,Midwest
4086,65,Working,White,Midwest
4094,45,Middle,White,Midwest
4097,38,Working,White,Midwest
4102,60,Working,White,Midwest
4103,40,Middle,White,Midwest
4107,40,Working,White,Midwest
4109,40,Working,White,Midwest
4111,40,Middle,White,Midwest
4113,40,Working,Other,Midwest
4117,45,Working,White,Midwest
4118,40,Working,White,Midwest
4119,25,Working,White,Midwest
4120,60,Working,White,Midwest
4123,40,Working,White,Midwest
4130,40,Middle,White,Midwest
4137,60,Middle,White,Midwest
4138,72,Working,White,Midwest
4139,60,Working,White,Midwest
4142,44,Lower,White,Midwest
4148,37,Working,White,Midwest
4149,48,Working,White,Midwest
4152,45,Middle,White,Midwest
4158,60,Middle,White,Midwest
4160,40,Middle,White,Midwest
4161,32,Lower,White,Midwest
4163,36,Middle,White,Midwest
4167,52,Working,White,Midwest
4169,89,Working,White,Midwest
4173,89,Middle,White,Midwest
4182,45,Working,White,Midwest
4183,40,Working,White,Midwest
4184,45,Middle,White,Midwest
4186,20,Working,Hispanic,Midwest
4192,40,Middle,White,Midwest
4194,50,Working,Hispanic,Midwest
4198,40,Working,Hispanic,Midwest
4208,40,Working,Hispanic,Midwest
4212,40,Middle,White,Midwest
4216,40,Working,White,Midwest
4218,32,Middle,White,Midwest
4223,16,Working,White,Midwest
4224,70,Working,White,Midwest
4225,24,Working,Hispanic,Midwest
4231,31,Working,White,Southeast
4234,32,Working,White,Southeast
4239,35,Middle,White,Southeast
4240,39,Working,White,Southeast
4244,53,Working,White,Southeast
4245,56,Middle,White,Southeast
4246,40,Working,White,Southeast
4249,28,Working,White,Southeast
4255,44,Lower,Black,Southeast
4257,30,Lower,White,Southeast
4259,60,Upper,White,Southeast
4262,40,Working,White,Southeast
4263,50,Working,White,Southeast
4265,60,Middle,White,Southeast
4267,32,Middle,White,Southeast
4270,70,Working,Hispanic,West
4274,40,Lower,Hispanic,West
4275,40,Working,White,West
4276,40,Middle,White,West
4278,40,Working,Hispanic,West
4296,40,Lower,Hispanic,West
4297,50,Working,Hispanic,West
4304,20,Working,White,West
4306,56,Middle,White,West
4307,44,Working,Hispanic,West
4309,49,Lower,Hispanic,West
4310,40,Working,White,West
4314,40,Middle,White,West
4317,5,Lower,White,West
4321,40,Middle,White,West
4323,40,Working,White,West
4325,40,Working,Hispanic,West
4328,60,Working,White,West
4336,40,Working,White,West
4343,30,Working,White,West
4346,40,Working,White,West
4347,43,Middle,White,West
4349,30,Middle,White,West
4351,40,Lower,White,West
4352,15,Middle,White,West
4353,55,Middle,White,West
4354,40,Middle,White,West
4356,50,Working,White,West
4357,60,Middle,White,West
4360,40,Working,Hispanic,West
4362,65,Middle,White,West
4363,40,Middle,White,West
4368,30,Working,White,West
4372,28,Working,White,West
4374,40,Working,White,West
4382,14,Working,White,West
4384,46,Working,White,West
4390,40,Middle,White,West
4396,38,Working,White,Middle Atlantic
4401,30,Working,Black,West
4403,80,Working,Hispanic,West
4404,18,Middle,Other,West
4406,30,Middle,White,Midwest
4414,78,Middle,White,Southeast
4415,40,Middle,Black,Southeast
4417,11,Working,Hispanic,Southeast
4418,40,Working,Black,Midwest
4421,30,Working,Hispanic,Midwest
4424,40,Middle,Black,Southeast
4439,20,Middle,White,Southeast
4442,75,Working,White,Midwest
4445,40,Middle,White,Midwest
4446,40,Working,White,Southeast
4448,60,Working,Hispanic,West
4449,32,Working,White,West
4450,40,Middle,White,West
4452,42,Middle,White,West
4457,20,Middle,White,New England
4461,45,Middle,White,Middle Atlantic
4462,45,Working,White,Middle Atlantic
4469,40,Working,Black,Midwest
4470,32,Middle,White,Midwest
4472,50,Middle,Black,Midwest
4474,40,Working,White,Midwest
4475,40,Working,White,Midwest
4477,35,Working,White,Midwest
4481,43,Working,White,Midwest
4483,40,Working,Black,Midwest
4485,65,Working,Hispanic,Southeast
4487,80,Working,Hispanic,Midwest
4490,22,Middle,White,Midwest
4494,60,Middle,Black,Southeast
4501,40,Middle,White,West
4502,48,Lower,Hispanic,West
2,40,Working,Other,Middle Atlantic
3,35,Working,Black,Middle Atlantic
5,43,Working,Black,Middle Atlantic
8,30,Lower,Black,Middle Atlantic
9,40,Working,Black,Middle Atlantic
11,45,Middle,Black,Middle Atlantic
12,40,Middle,Black,Middle Atlantic
17,55,Working,White,Middle Atlantic
19,20,Middle,White,Middle Atlantic
20,40,Working,Other,Middle Atlantic
22,35,Middle,White,Middle Atlantic
27,40,Working,Black,Middle Atlantic
28,50,Middle,Other,Middle Atlantic
29,80,Working,Black,Middle Atlantic
30,3,Middle,White,Middle Atlantic
32,40,Working,Hispanic,Middle Atlantic
33,40,Working,Hispanic,Middle Atlantic
36,50,Middle,White,Middle Atlantic
37,40,Working,Other,Middle Atlantic
38,22,Middle,White,Middle Atlantic
43,40,Working,Hispanic,Middle Atlantic
44,40,Working,White,Middle Atlantic
46,45,Middle,Other,New England
47,60,Middle,White,New England
48,32,Middle,White,New England
50,50,Middle,White,New England
51,32,Middle,White,New England
52,30,Upper,White,New England
55,40,Working,White,Middle Atlantic
56,46,Working,Black,Middle Atlantic
57,30,Middle,Black,Middle Atlantic
60,55,Working,Black,Middle Atlantic
63,60,Working,Black,Middle Atlantic
64,40,Working,Hispanic,Middle Atlantic
66,40,Lower,Hispanic,Middle Atlantic
67,72,Working,Hispanic,Middle Atlantic
70,25,Middle,White,Middle Atlantic
72,40,Working,White,Middle Atlantic
74,40,Lower,White,Middle Atlantic
78,43,Working,White,Middle Atlantic
79,45,Working,White,Middle Atlantic
80,40,Working,Hispanic,Middle Atlantic
81,40,Middle,White,Middle Atlantic
83,40,Middle,Black,Middle Atlantic
85,40,Middle,Hispanic,Middle Atlantic
88,40,Working,White,Middle Atlantic
89,24,Working,White,Middle Atlantic
90,60,Upper,White,Middle Atlantic
91,40,Working,White,Middle Atlantic
93,20,Working,White,Middle Atlantic
94,30,Middle,White,Middle Atlantic
95,65,Middle,White,Middle Atlantic
97,45,Middle,White,Middle Atlantic
100,40,Working,White,Middle Atlantic
101,40,Middle,White,Middle Atlantic
108,37,Working,White,Middle Atlantic
110,50,Middle,White,Middle Atlantic
111,40,Upper,White,Middle Atlantic
113,24,Upper,White,Middle Atlantic
115,40,Working,White,Middle Atlantic
117,30,Middle,White,Middle Atlantic
120,50,Middle,White,Middle Atlantic
121,40,Middle,White,Middle Atlantic
122,30,Middle,White,Middle Atlantic
123,45,Middle,Other,Middle Atlantic
124,65,Middle,White,Middle Atlantic
125,40,Working,Hispanic,West
129,40,Working,Hispanic,West
132,35,Working,White,West
133,45,Middle,White,West
135,50,Middle,White,West
136,42,Middle,White,West
137,50,Middle,White,West
139,65,Middle,White,West
141,38,Middle,Hispanic,West
143,4,Working,White,West
145,40,Middle,White,West
146,40,Middle,Other,West
148,60,Middle,White,West
150,40,Lower,Hispanic,West
152,37,Working,Hispanic,West
159,45,Working,Hispanic,West
161,40,Middle,Hispanic,West
162,56,Working,Hispanic,West
168,40,Middle,Hispanic,West
169,40,Lower,Hispanic,West
175,4,Middle,White,West
178,40,Middle,Black,West
179,36,Working,Hispanic,West
180,35,Middle,White,West
181,40,Middle,White,West
182,40,Working,White,West
183,50,Working,Hispanic,West
186,47,Middle,White,West
187,50,Middle,White,West
188,40,Middle,White,West
189,60,Working,White,West
190,40,Working,Hispanic,West
191,40,Working,Other,West
192,20,Middle,White,West
193,38,Middle,White,Midwest
196,46,Working,Black,Midwest
200,16,Working,Black,Midwest
201,40,Working,Black,Midwest
203,30,Working,Hispanic,Midwest
204,38,Middle,White,Midwest
205,37,Middle,Hispanic,Midwest
210,40,Working,Black,Midwest
211,8,Working,White,Midwest
212,41,Middle,White,Midwest
214,45,Middle,White,Midwest
216,73,Middle,White,Midwest
218,40,Middle,White,Midwest
219,37,Middle,Black,Midwest
220,52,Middle,White,Midwest
221,8,Middle,White,Midwest
222,45,Middle,White,Midwest
225,20,Working,Black,Midwest
227,43,Middle,Hispanic,Midwest
231,47,Middle,White,Midwest
233,40,Middle,White,Midwest
234,64,Working,Black,Midwest
235,68,Working,White,Midwest
236,40,Working,Hispanic,Midwest
237,40,Working,Black,Midwest
240,50,Middle,Black,Midwest
242,18,Middle,White,Midwest
243,40,Middle,White,Midwest
244,80,Middle,White,Midwest
245,60,Working,White,Midwest
246,40,Working,White,Midwest
247,60,Working,White,Midwest
250,50,Middle,Black,West
252,42,Middle,White,West
253,50,Middle,Other,West
254,48,Middle,Hispanic,West
255,2,Middle,Other,West
256,52,Working,White,West
257,40,Middle,Other,West
258,60,Middle,White,West
261,30,Middle,Other,West
263,48,Lower,Hispanic,West
264,48,Working,White,West
267,40,Middle,Other,West
270,89,Middle,Other,West
272,60,Working,White,West
274,48,Working,Hispanic,West
276,89,Working,Other,West
277,40,Middle,White,West
278,50,Middle,White,West
279,75,Working,White,West
280,56,Middle,Hispanic,West
282,66,Working,White,West
283,48,Middle,White,West
285,31,Lower,White,West
288,40,Working,Other,West
290,85,Working,White,West
291,40,Working,Hispanic,West
292,60,Middle,White,West
294,25,Working,Hispanic,West
295,30,Middle,White,West
298,40,Middle,White,West
299,30,Working,White,West
300,60,Middle,White,West
301,17,Working,White,West
302,50,Middle,White,West
303,50,Working,Black,Middle Atlantic
304,33,Working,Black,Middle Atlantic
305,40,Middle,Black,Middle Atlantic
309,46,Working,Black,Middle Atlantic
310,47,Working,Black,Middle Atlantic
312,50,Working,Black,Middle Atlantic
315,45,Working,Hispanic,Middle Atlantic
316,40,Middle,Black,Middle Atlantic
318,5,Middle,Black,Middle Atlantic
319,40,Lower,Hispanic,Middle Atlantic
322,60,Middle,Black,Middle Atlantic
323,35,Middle,White,Middle Atlantic
325,40,Working,Other,Middle Atlantic
327,40,Upper,White,Middle Atlantic
329,26,Working,Black,Middle Atlantic
332,24,Working,Hispanic,Middle Atlantic
333,40,Working,Black,Middle Atlantic
337,40,Working,Other,Southeast
341,40,Middle,White,Southeast
342,44,Middle,White,Southeast
343,30,Lower,Black,Southeast
346,43,Working,Black,Southeast
347,70,Working,Black,Southeast
350,45,Lower,White,Southeast
352,70,Lower,Black,Southeast
353,45,Working,Hispanic,Southeast
357,45,Working,Hispanic,Southeast
358,40,Working,Hispanic,Southeast
360,60,Working,White,Southeast
361,38,Working,Black,Southeast
362,40,Working,Hispanic,Southeast
363,30,Working,Black,Southeast
365,65,Working,Black,Southeast
366,36,Working,Hispanic,Southeast
367,80,Middle,Hispanic,Southeast
370,40,Working,Hispanic,Southeast
371,12,Working,Hispanic,Southeast
372,40,Working,Hispanic,Southeast
373,46,Working,Hispanic,Southeast
375,52,Middle,White,Midwest
377,30,Middle,Black,Midwest
378,50,Upper,White,Midwest
379,32,Lower,Black,Midwest
380,25,Working,Black,Midwest
381,65,Working,Black,Midwest
383,50,Middle,Other,Midwest
385,25,Middle,White,Midwest
388,80,Middle,White,Midwest
390,32,Working,White,Midwest
391,40,Working,White,Midwest
395,42,Working,Black,Midwest
398,48,Working,White,Midwest
403,60,Working,White,Midwest
404,80,Working,White,Midwest
405,1,Middle,White,Midwest
407,50,Working,White,Midwest
409,40,Working,White,Midwest
410,40,Middle,Hispanic,Midwest
411,80,Working,Hispanic,Midwest
417,80,Middle,White,Midwest
418,40,Working,Hispanic,Midwest
420,60,Working,White,Midwest
421,50,Working,Black,Midwest
429,40,Working,Black,Midwest
430,86,Working,Black,Midwest
432,20,Working,Black,Southeast
437,70,Upper,White,Southeast
438,50,Middle,White,Southeast
440,40,Middle,White,Southeast
441,45,Working,Hispanic,Southeast
444,50,Upper,White,Southeast
448,40,Working,Hispanic,Southeast
449,60,Working,Hispanic,Southeast
451,15,Middle,White,Southeast
454,45,Middle,White,Southeast
458,40,Middle,Other,Southeast
459,40,Middle,White,Southeast
460,40,Upper,White,Southeast
461,32,Working,White,Midwest
462,40,Working,Hispanic,Midwest
464,43,Middle,Hispanic,Midwest
465,20,Upper,White,Midwest
466,50,Working,Hispanic,Midwest
468,44,Middle,White,Midwest
469,40,Upper,White,Midwest
470,70,Middle,White,Midwest
471,40,Middle,White,Midwest
473,40,Working,Hispanic,Midwest
474,33,Working,Other,Midwest
476,40,Working,White,Midwest
478,30,Working,Hispanic,Midwest
480,45,Working,White,Midwest
481,60,Working,Hispanic,Midwest
482,40,Working,Other,Midwest
486,40,Working,Black,Midwest
487,58,Middle,White,Midwest
488,32,Working,Black,Midwest
489,50,Upper,White,Midwest
491,1,Working,White,Midwest
493,40,Upper,White,Midwest
494,40,Middle,White,Midwest
495,23,Middle,Hispanic,New England
498,24,Lower,Hispanic,New England
499,24,Middle,White,New England
502,40,Working,Hispanic,New England
505,25,Middle,White,New England
506,40,Middle,White,New England
508,48,Working,White,New England
509,48,Working,White,New England
510,50,Middle,White,New England
511,42,Working,Other,New England
513,50,Working,White,New England
514,40,Middle,White,New England
515,40,Middle,White,New England
516,70,Middle,White,New England
517,20,Middle,White,New England
518,35,Middle,White,New England
519,40,Upper,White,New England
521,32,Middle,Other,New England
529,40,Working,Black,Southeast
530,55,Working,Black,Southeast
532,50,Middle,White,Southeast
533,40,Middle,White,Southeast
534,40,Working,White,Southeast
535,15,Middle,Hispanic,Southeast
537,20,Working,White,Southeast
538,56,Lower,White,Southeast
539,43,Working,White,Southeast
540,40,Middle,White,Southeast
541,44,Working,Hispanic,Southeast
548,47,Middle,Black,West
549,60,Middle,Hispanic,West
551,41,Working,Hispanic,West
560,47,Working,Hispanic,West
564,35,Working,White,West
566,38,Working,White,West
567,44,Middle,White,West
568,40,Working,Hispanic,Southeast
569,70,Working,Black,Southeast
570,47,Middle,Black,Southeast
577,75,Upper,White,Southeast
578,30,Working,White,Southeast
580,40,Working,Black,Southeast
583,40,Working,White,Southeast
584,15,Lower,Black,Midwest
588,55,Working,White,Midwest
590,25,Middle,White,Midwest
593,40,Middle,White,Midwest
595,45,Middle,White,Midwest
596,45,Working,White,Midwest
598,45,Middle,White,Midwest
599,35,Middle,White,Midwest
601,50,Upper,White,Midwest
604,40,Middle,White,Southeast
606,50,Working,Other,Southeast
607,58,Middle,White,Southeast
609,40,Middle,White,Southeast
610,40,Working,White,Southeast
611,40,Working,White,Southeast
614,40,Working,White,Southeast
617,50,Working,White,Southeast
618,45,Working,White,Southeast
619,46,Working,White,Southeast
620,35,Middle,White,Southeast
621,36,Middle,White,Southeast
622,64,Working,Black,Southeast
623,7,Middle,Hispanic,Southeast
625,45,Middle,White,Southeast
628,40,Working,White,Southeast
629,44,Working,White,Southeast
630,40,Middle,White,Southeast
632,12,Middle,Hispanic,Southeast
633,46,Middle,White,Southeast
638,40,Middle,White,Midwest
641,50,Middle,White,Midwest
642,45,Working,White,Midwest
644,40,Working,White,Midwest
645,50,Working,White,Midwest
649,24,Working,Black,Midwest
651,30,Working,Black,Midwest
657,50,Middle,White,Midwest
658,40,Middle,Hispanic,Midwest
659,38,Working,Black,Midwest
662,40,Working,Black,Southeast
663,40,Middle,White,Southeast
665,30,Middle,White,Southeast
666,30,Middle,White,Southeast
667,40,Middle,White,Southeast
671,40,Middle,White,Southeast
673,41,Middle,White,Southeast
674,60,Middle,White,Southeast
676,80,Middle,Other,Southeast
677,40,Working,Black,Southeast
678,40,Middle,White,Southeast
680,18,Working,Black,Southeast
681,40,Lower,Black,Southeast
684,40,Working,Hispanic,West
685,36,Working,Hispanic,West
687,40,Lower,Hispanic,West
688,40,Middle,Other,West
689,60,Middle,Other,West
691,40,Middle,Other,West
692,34,Middle,White,West
693,40,Upper,Other,West
695,40,Working,Hispanic,West
698,60,Working,Hispanic,West
699,50,Middle,White,West
700,28,Middle,White,West
702,40,Working,White,West
705,50,Middle,White,West
707,8,Middle,Black,West
711,45,Middle,White,West
714,40,Middle,White,West
716,50,Middle,White,West
717,40,Working,White,West
719,46,Working,White,West
720,50,Middle,White,West
721,50,Middle,White,West
722,62,Working,White,West
723,50,Working,White,Middle Atlantic
727,40,Working,White,Middle Atlantic
728,40,Working,White,Middle Atlantic
729,50,Middle,White,Middle Atlantic
730,55,Working,White,Middle Atlantic
732,60,Working,White,Middle Atlantic
733,40,Working,White,Middle Atlantic
734,40,Working,White,Middle Atlantic
736,55,Middle,White,Middle Atlantic
737,30,Middle,White,West
738,45,Working,White,West
740,45,Working,White,West
742,40,Middle,Black,West
744,50,Working,White,West
747,60,Middle,White,West
748,40,Middle,White,West
751,40,Lower,Black,Midwest
752,12,Working,Black,Midwest
754,20,Middle,Black,Midwest
755,40,Lower,White,Midwest
756,56,Working,White,Midwest
762,70,Middle,Black,New England
763,30,Working,Black,New England
764,30,Middle,White,New England
765,80,Middle,White,New England
767,37,Middle,White,New England
769,45,Middle,Black,New England
770,80,Working,White,New England
772,32,Middle,White,New England
775,50,Middle,White,New England
778,40,Lower,White,New England
781,52,Middle,White,New England
783,50,Middle,White,Middle Atlantic
784,40,Working,White,Middle Atlantic
785,40,Working,Black,Middle Atlantic
786,19,Working,White,Middle Atlantic
791,25,Middle,White,Middle Atlantic
794,50,Working,White,Middle Atlantic
797,56,Working,White,Middle Atlantic
799,40,Middle,White,Middle Atlantic
802,65,Working,White,Middle Atlantic
803,45,Working,White,Middle Atlantic
804,45,Middle,White,Middle Atlantic
805,40,Working,White,Middle Atlantic
806,35,Working,White,Middle Atlantic
807,50,Middle,White,Middle Atlantic
808,55,Working,White,Middle Atlantic
809,25,Middle,White,Middle Atlantic
810,40,Middle,White,Middle Atlantic
812,63,Working,White,Middle Atlantic
815,42,Middle,White,Middle Atlantic
817,50,Middle,Hispanic,Middle Atlantic
818,56,Middle,White,Middle Atlantic
819,40,Working,Hispanic,Middle Atlantic
821,40,Working,White,Middle Atlantic
822,40,Working,White,Middle Atlantic
823,40,Working,White,Middle Atlantic
826,40,Middle,White,Middle Atlantic
828,35,Working,White,Middle Atlantic
829,40,Working,Black,Middle Atlantic
831,45,Working,White,Middle Atlantic
832,40,Working,Black,Middle Atlantic
842,40,Working,White,Middle Atlantic
843,50,Middle,White,Middle Atlantic
845,40,Working,White,Middle Atlantic
850,80,Middle,White,Midwest
852,50,Working,White,Midwest
853,58,Working,White,Midwest
856,24,Working,Other,Midwest
858,36,Working,White,Midwest
859,61,Working,White,Midwest
860,33,Lower,White,Midwest
864,35,Working,White,Midwest
866,40,Lower,White,Midwest
870,24,Working,White,Midwest
882,40,Middle,White,Midwest
884,43,Working,White,Midwest
887,40,Working,White,Midwest
890,48,Working,White,Midwest
891,45,Lower,White,Midwest
892,70,Middle,White,Midwest
893,45,Middle,White,Midwest
894,40,Working,White,Midwest
899,34,Middle,White,Midwest
900,43,Working,White,Midwest
906,40,Working,White,Midwest
908,40,Middle,White,Midwest
910,45,Middle,White,Midwest
912,50,Middle,White,Midwest
913,60,Middle,White,Midwest
918,45,Middle,White,Midwest
919,60,Middle,White,Midwest
920,40,Working,White,Midwest
922,20,Working,White,Midwest
926,60,Middle,White,Midwest
929,50,Middle,White,Midwest
931,48,Working,Hispanic,Midwest
933,40,Middle,Other,Midwest
934,45,Middle,White,Midwest
935,45,Middle,White,Midwest
938,45,Middle,White,Midwest
943,40,Working,White,Midwest
944,40,Lower,White,Midwest
946,60,Working,White,Midwest
949,65,Middle,White,Midwest
950,20,Middle,White,Midwest
952,60,Middle,Other,Midwest
954,40,Middle,White,Midwest
956,48,Upper,White,Midwest
957,40,Working,White,Midwest
958,35,Middle,White,Midwest
959,45,Middle,Hispanic,Midwest
963,24,Working,White,Midwest
964,50,Working,Black,Midwest
965,45,Middle,White,Midwest
967,45,Middle,White,Midwest
968,48,Working,White,Midwest
969,40,Working,White,Midwest
975,50,Middle,White,Midwest
976,32,Middle,White,Midwest
977,42,Middle,White,Midwest
978,30,Middle,White,Midwest
981,65,Middle,White,Midwest
982,40,Working,White,Midwest
983,40,Working,White,Midwest
988,50,Working,White,Midwest
989,32,Middle,Black,Midwest
993,60,Working,White,Midwest
996,48,Working,White,Midwest
998,35,Middle,White,Midwest
999,60,Middle,White,Midwest
1000,52,Working,White,Midwest
1001,35,Middle,White,Midwest
1003,47,Middle,White,Midwest
1005,74,Working,White,Midwest
1007,24,Middle,White,Midwest
1008,32,Middle,White,Midwest
1012,12,Middle,White,Midwest
1013,46,Working,Hispanic,Midwest
1014,40,Working,White,Midwest
1015,45,Working,Hispanic,Midwest
1016,40,Working,White,Midwest
1017,48,Working,White,Midwest
1020,15,Working,White,Midwest
1022,44,Working,White,Midwest
1023,50,Middle,White,Midwest
1025,50,Upper,White,Midwest
1026,40,Middle,Other,Midwest
1029,44,Working,White,Midwest
1030,46,Working,White,Midwest
1031,50,Working,White,Midwest
1033,40,Working,White,Midwest
1034,40,Working,White,Midwest
1039,48,Working,Black,Midwest
1043,40,Middle,White,Midwest
1045,45,Working,White,Midwest
1049,50,Lower,Hispanic,Midwest
1052,40,Middle,White,Midwest
1053,49,Working,White,Midwest
1054,60,Middle,White,Midwest
1058,40,Middle,White,Midwest
1062,20,Middle,White,Midwest
1063,80,Working,Black,Midwest
1064,42,Middle,Black,Midwest
1065,43,Working,Black,Midwest
1066,25,Working,White,Midwest
1067,89,Middle,Black,Midwest
1068,48,Middle,White,Midwest
1073,52,Working,Black,Midwest
1074,40,Middle,Black,Midwest
1076,50,Middle,White,Southeast
1079,40,Working,White,Southeast
1081,40,Middle,White,Southeast
1084,42,Working,White,Southeast
1086,40,Working,Black,Southeast
1096,40,Middle,White,Southeast
1097,23,Middle,Other,Southeast
1098,36,Working,White,Southeast
1101,46,Middle,White,Southeast
1102,40,Working,White,Southeast
1103,65,Middle,White,Southeast
1104,32,Working,White,Southeast
1108,70,Middle,White,Southeast
1109,50,Middle,White,Southeast
1110,78,Working,White,Southeast
1111,40,Working,White,Southeast
1112,52,Middle,White,Southeast
1114,40,Middle,White,Southeast
1116,40,Middle,Black,Southeast
1117,30,Working,Hispanic,Southeast
1118,46,Working,Black,Southeast
1119,80,Working,Black,Southeast
1123,50,Working,Black,Southeast
1125,50,Working,Black,Southeast
1130,49,Working,Black,Southeast
1133,40,Working,Black,Southeast
1135,40,Middle,Black,Southeast
1138,60,Working,Black,Southeast
1141,24,Upper,White,Southeast
1142,40,Working,White,Southeast
1144,43,Working,Black,Midwest
1145,32,Middle,Hispanic,Midwest
1147,56,Working,Black,Midwest
1150,40,Working,Black,Midwest
1151,42,Middle,Black,Midwest
1152,20,Working,Black,Midwest
1154,14,Middle,Other,Midwest
1156,40,Middle,Hispanic,Southeast
1157,60,Working,White,Southeast
1158,40,Working,Other,Southeast
1160,40,Middle,Black,Southeast
1161,40,Middle,White,Southeast
1163,24,Middle,White,Southeast
1165,32,Middle,White,Southeast
1166,60,Working,Black,Southeast
1171,40,Working,Black,Southeast
1173,40,Middle,White,Southeast
1178,36,Middle,White,Southeast
1180,37,Middle,Black,Southeast
1181,46,Middle,White,Southeast
1182,50,Working,Black,Southeast
1184,50,Working,Black,Southeast
1185,64,Working,Black,Southeast
1187,45,Working,White,Southeast
1189,60,Upper,White,Southeast
1190,60,Middle,White,Southeast
1191,30,Middle,White,Southeast
1194,60,Middle,Other,Southeast
1196,70,Working,White,Southeast
1198,40,Middle,Black,Southeast
1199,46,Working,Hispanic,Southeast
1200,40,Middle,White,Midwest
1202,40,Middle,White,Midwest
1203,42,Working,White,Midwest
1204,59,Middle,White,Midwest
1205,30,Middle,White,Midwest
1206,40,Middle,White,Midwest
1207,35,Working,White,Midwest
1209,46,Working,Black,Midwest
1211,40,Working,Black,Midwest
1213,37,Working,White,Midwest
1215,40,Middle,White,Midwest
1217,30,Middle,White,Midwest
1220,40,Middle,White,Midwest
1221,55,Middle,White,Midwest
1222,65,Middle,White,Midwest
1223,40,Working,Hispanic,Midwest
1224,20,Middle,Hispanic,Midwest
1225,74,Middle,White,Midwest
1227,38,Working,Hispanic,Midwest
1228,40,Middle,Hispanic,Midwest
1229,40,Working,Hispanic,Midwest
1230,45,Middle,Hispanic,Midwest
1231,50,Working,Hispanic,Midwest
1233,50,Working,Hispanic,Midwest
1234,40,Working,Hispanic,Midwest
1235,40,Middle,Hispanic,Midwest
1236,44,Working,Hispanic,Midwest
1238,29,Middle,Hispanic,Midwest
1239,44,Working,Hispanic,Midwest
1243,45,Middle,Hispanic,Midwest
1245,40,Working,Hispanic,Midwest
1246,40,Working,Hispanic,Midwest
1247,64,Working,Hispanic,Midwest
1253,45,Working,Black,Southeast
1254,40,Working,White,Southeast
1255,38,Working,Black,Southeast
1259,50,Working,White,Southeast
1260,50,Middle,White,Southeast
1264,25,Lower,Black,Southeast
1266,40,Working,White,Southeast
1268,80,Working,Other,Southeast
1269,48,Working,White,Southeast
1271,40,Working,White,Southeast
1273,35,Working,Black,Southeast
1274,60,Working,White,Southeast
1277,52,Working,White,Southeast
1278,36,Working,White,Southeast
1280,40,Working,White,Southeast
1281,60,Working,White,Southeast
1286,40,Working,White,West
1289,40,Working,White,West
1290,40,Working,White,West
1291,45,Working,White,West
1294,40,Working,Hispanic,West
1296,40,Working,White,West
1297,30,Middle,White,West
1299,42,Middle,White,West
1302,60,Middle,White,West
1306,40,Middle,White,West
1307,24,Working,White,West
1308,45,Working,White,West
1309,70,Working,White,West
1311,65,Working,White,West
1312,40,Working,White,West
1318,35,Working,White,West
1322,64,Working,Hispanic,West
1324,40,Working,White,West
1326,19,Working,Black,West
1328,64,Working,Hispanic,West
1329,39,Working,Black,West
1331,40,Working,Hispanic,West
1333,32,Middle,Hispanic,West
1334,45,Middle,White,West
1335,40,Lower,White,West
1336,4,Middle,White,West
1338,30,Middle,White,West
1339,59,Middle,White,West
1340,40,Middle,White,West
1342,40,Middle,White,West
1343,50,Middle,White,West
1345,45,Middle,White,West
1347,50,Working,Black,West
1348,67,Working,White,West
1350,40,Working,Hispanic,West
1353,30,Working,White,West
1355,20,Middle,White,West
1356,30,Working,White,West
1358,50,Working,White,West
1359,55,Working,White,West
1361,8,Lower,Hispanic,West
1362,40,Working,White,West
1363,40,Middle,White,West
1365,38,Middle,White,West
1371,36,Working,White,West
1372,37,Middle,White,West
1373,40,Middle,White,West
1375,62,Working,White,West
