id,year,agekdbrn,educ
2082,2002,37,20
2083,2002,26,20
2085,2002,16,11
2086,2002,29,12
2088,2002,19,12
2089,2002,25,12
2092,2002,17,16
2096,2002,32,18
2100,2002,22,14
2101,2002,18,12
2103,2002,22,12
2105,2002,20,12
2107,2002,34,8
2108,2002,26,10
2109,2002,54,8
2111,2002,32,12
2112,2002,28,12
2113,2002,25,8
2114,2002,28,18
2115,2002,21,10
2116,2002,17,8
2117,2002,28,10
2118,2002,32,14
2119,2002,22,16
2120,2002,19,11
2122,2002,19,12
2123,2002,22,11
2124,2002,19,11
2125,2002,18,8
2127,2002,16,11
2128,2002,26,12
2129,2002,23,16
2131,2002,23,12
2133,2002,26,12
2134,2002,20,14
2135,2002,26,11
2136,2002,31,12
2137,2002,21,12
2138,2002,23,12
2140,2002,27,19
2142,2002,19,16
2144,2002,22,15
2147,2002,26,12
2148,2002,20,12
2149,2002,18,12
2151,2002,23,14
2152,2002,25,12
2153,2002,24,12
2155,2002,21,12
2157,2002,21,12
2158,2002,24,14
2159,2002,23,12
2162,2002,21,12
2163,2002,24,8
2164,2002,33,12
2168,2002,21,14
2169,2002,26,12
2171,2002,24,12
2173,2002,26,12
2174,2002,20,14
2175,2002,22,11
2176,2002,30,16
2177,2002,19,12
2178,2002,21,15
2179,2002,28,12
2181,2002,22,12
2183,2002,29,10
2186,2002,21,14
2187,2002,22,12
2188,2002,17,8
2192,2002,21,12
2193,2002,23,12
2194,2002,21,12
2195,2002,24,12
2196,2002,26,8
2197,2002,19,16
2198,2002,23,16
2200,2002,19,15
2201,2002,20,12
2205,2002,18,14
2206,2002,20,11
2209,2002,22,16
2212,2002,28,12
2213,2002,23,12
2214,2002,23,8
2216,2002,17,12
2224,2002,18,10
2225,2002,24,12
2227,2002,24,16
2228,2002,19,11
2231,2002,20,11
2232,2002,18,12
2233,2002,27,12
2234,2002,26,17
2238,2002,18,12
2240,2002,26,12
2241,2002,27,12
2243,2002,22,12
2246,2002,23,12
2248,2002,19,12
2249,2002,19,10
2250,2002,24,11
2253,2002,27,16
2255,2002,20,12
2256,2002,18,15
2257,2002,16,12
2258,2002,20,12
2260,2002,17,11
2261,2002,16,11
2262,2002,18,14
2263,2002,21,12
2264,2002,19,16
2265,2002,39,17
2266,2002,26,12
2268,2002,21,12
2272,2002,35,16
2273,2002,27,15
2274,2002,24,14
2275,2002,29,11
2276,2002,23,12
2279,2002,22,11
2281,2002,20,9
2283,2002,17,9
2285,2002,27,16
2288,2002,23,16
2289,2002,19,12
2292,2002,21,17
2293,2002,25,12
2296,2002,20,8
2297,2002,25,16
2298,2002,22,15
2299,2002,18,14
2305,2002,28,8
2306,2002,19,12
2309,2002,28,16
2312,2002,25,12
2314,2002,31,12
2316,2002,22,12
2317,2002,24,16
2318,2002,25,14
2319,2002,22,16
2320,2002,20,16
2321,2002,18,14
2326,2002,28,14
2327,2002,20,14
2328,2002,19,12
2329,2002,20,14
2330,2002,21,12
2331,2002,21,18
2333,2002,23,12
2334,2002,26,16
2335,2002,23,12
2336,2002,26,15
2337,2002,19,16
2338,2002,27,18
2339,2002,11,16
2340,2002,21,12
2341,2002,22,12
2345,2002,21,12
2347,2002,24,12
2348,2002,24,10
2349,2002,19,12
2350,2002,19,14
2351,2002,18,12
2352,2002,21,14
2353,2002,19,15
2356,2002,19,12
2357,2002,22,15
2360,2002,30,14
2361,2002,19,17
2362,2002,36,12
2363,2002,23,20
2364,2002,29,15
2365,2002,28,8
2366,2002,24,15
2367,2002,20,12
2368,2002,22,11
2371,2002,16,11
2374,2002,20,12
2376,2002,22,16
2377,2002,27,12
2379,2002,22,11
2380,2002,30,8
2382,2002,23,12
2383,2002,31,12
2384,2002,20,9
2385,2002,21,12
2386,2002,20,12
2387,2002,27,9
2388,2002,18,12
2394,2002,19,14
2397,2002,20,14
2398,2002,19,12
2402,2002,17,10
2403,2002,22,16
2404,2002,22,12
2405,2002,26,16
2406,2002,25,18
2407,2002,27,12
2409,2002,19,12
2410,2002,22,14
2411,2002,24,12
2412,2002,28,18
2414,2002,27,15
2416,2002,25,10
2418,2002,28,12
2420,2002,19,9
2423,2002,23,12
2424,2002,19,8
2425,2002,19,12
2426,2002,19,11
2427,2002,19,12
2428,2002,28,12
2430,2002,19,12
2432,2002,19,12
2433,2002,32,12
2434,2002,25,17
2435,2002,19,11
2437,2002,20,12
2439,2002,21,16
2440,2002,23,16
2441,2002,25,16
2442,2002,22,15
2443,2002,27,15
2445,2002,24,17
2446,2002,18,12
2448,2002,25,12
2449,2002,25,16
2451,2002,27,12
2452,2002,26,14
2453,2002,26,12
2454,2002,20,15
2456,2002,23,16
2457,2002,27,16
2458,2002,20,10
2459,2002,19,12
2460,2002,50,16
2461,2002,17,10
2462,2002,17,10
2463,2002,21,12
2464,2002,23,12
2466,2002,24,15
2467,2002,16,10
2468,2002,25,9
2469,2002,21,12
2470,2002,24,8
2471,2002,22,16
2472,2002,20,12
2474,2002,32,8
2475,2002,16,9
2476,2002,20,11
2477,2002,28,12
2479,2002,28,12
2480,2002,25,12
2481,2002,19,12
2482,2002,15,8
2483,2002,25,15
2484,2002,37,17
2485,2002,32,18
2488,2002,20,12
2490,2002,24,10
2491,2002,27,10
2493,2002,30,12
2495,2002,18,12
2496,2002,29,12
2499,2002,27,11
2500,2002,34,11
2501,2002,19,12
2502,2002,18,16
2503,2002,36,12
2506,2002,24,12
2508,2002,21,12
2509,2002,19,12
2511,2002,27,17
2512,2002,23,12
2513,2002,24,12
2514,2002,27,10
2516,2002,25,9
2518,2002,23,16
2519,2002,17,8
2520,2002,21,12
2521,2002,24,10
2522,2002,24,12
2524,2002,18,8
2525,2002,24,12
2526,2002,34,14
2527,2002,26,14
2530,2002,20,12
2533,2002,21,14
2536,2002,20,14
2537,2002,32,16
2539,2002,16,12
2540,2002,33,12
2542,2002,24,12
2543,2002,31,16
2545,2002,42,18
2548,2002,29,15
2549,2002,20,12
2550,2002,20,16
2551,2002,25,16
2553,2002,20,11
2556,2002,18,10
2557,2002,22,12
2560,2002,20,14
2561,2002,28,16
2563,2002,17,14
2565,2002,21,15
2566,2002,31,18
2567,2002,20,12
2568,2002,34,14
2569,2002,26,16
2570,2002,21,12
2571,2002,28,14
2572,2002,27,12
2575,2002,27,12
2576,2002,23,10
2578,2002,25,14
2579,2002,16,12
2580,2002,22,12
2582,2002,24,14
2584,2002,20,12
2585,2002,22,14
2586,2002,20,12
2587,2002,22,12
2591,2002,18,15
2592,2002,20,16
2593,2002,18,11
2597,2002,24,16
2598,2002,36,20
2599,2002,25,14
2600,2002,23,12
2602,2002,33,14
2603,2002,20,12
2604,2002,28,12
2605,2002,26,12
2606,2002,33,16
2607,2002,21,12
2608,2002,27,12
2609,2002,30,17
2610,2002,20,12
2611,2002,20,12
2612,2002,20,16
2613,2002,19,12
2614,2002,24,11
2615,2002,22,16
2618,2002,28,12
2619,2002,32,18
2622,2002,29,18
2623,2002,29,16
2624,2002,21,14
2625,2002,24,16
2627,2002,29,12
2629,2002,28,20
2631,2002,32,20
2632,2002,23,16
2633,2002,22,12
2634,2002,26,14
2635,2002,21,12
2636,2002,24,10
2637,2002,18,12
2639,2002,30,16
2640,2002,18,10
2641,2002,22,14
2643,2002,34,18
2644,2002,29,17
2649,2002,28,16
2650,2002,20,15
2651,2002,22,14
2652,2002,35,14
2653,2002,38,12
2654,2002,16,12
2655,2002,19,14
2660,2002,18,12
2661,2002,22,14
2663,2002,19,14
2664,2002,19,12
2665,2002,18,12
2667,2002,22,8
2669,2002,22,12
2673,2002,23,9
2676,2002,17,12
2680,2002,25,14
2681,2002,28,16
2682,2002,27,16
2684,2002,25,12
2686,2002,37,18
2687,2002,26,12
2688,2002,31,16
2696,2002,26,12
2697,2002,24,15
2699,2002,21,12
2700,2002,36,12
2701,2002,26,16
2702,2002,21,12
2703,2002,16,16
2704,2002,30,14
2705,2002,17,12
2707,2002,18,12
2708,2002,19,9
2709,2002,31,16
2710,2002,21,16
2712,2002,19,12
2716,2002,22,12
2717,2002,23,14
2718,2002,31,9
2719,2002,16,12
2721,2002,18,11
2722,2002,21,14
2725,2002,18,12
2726,2002,24,14
2727,2002,19,10
2728,2002,23,16
2734,2002,20,12
2735,2002,29,12
2736,2002,24,16
2737,2002,25,16
2738,2002,18,14
2739,2002,19,12
2740,2002,20,11
2741,2002,23,16
2742,2002,27,12
2744,2002,35,12
2746,2002,28,14
2749,2002,17,12
2750,2002,24,14
2751,2002,20,10
2752,2002,18,9
2755,2002,36,12
2757,2002,22,12
2762,2002,28,16
2763,2002,30,12
2764,2002,35,12
1,2004,34,9
2,2004,35,14
3,2004,23,14
4,2004,19,14
11,2004,19,12
12,2004,21,12
13,2004,28,10
14,2004,19,18
16,2004,25,11
17,2004,18,9
19,2004,25,16
20,2004,25,11
22,2004,21,14
23,2004,31,12
26,2004,37,16
29,2004,22,16
31,2004,21,12
32,2004,50,12
35,2004,32,17
36,2004,32,16
42,2004,34,14
43,2004,23,12
44,2004,29,15
46,2004,31,16
50,2004,20,16
54,2004,37,12
58,2004,23,16
59,2004,27,16
60,2004,36,16
61,2004,30,16
62,2004,31,16
63,2004,35,20
64,2004,29,18
65,2004,31,20
66,2004,30,18
67,2004,21,14
69,2004,30,18
72,2004,24,17
73,2004,30,18
74,2004,24,15
75,2004,27,16
78,2004,32,18
79,2004,38,10
82,2004,21,12
83,2004,28,17
84,2004,27,16
89,2004,32,15
90,2004,25,12
92,2004,30,15
93,2004,30,14
95,2004,22,12
97,2004,20,12
99,2004,22,12
100,2004,19,12
102,2004,32,19
103,2004,30,16
104,2004,27,16
105,2004,19,14
106,2004,31,17
107,2004,19,8
108,2004,17,10
110,2004,18,15
111,2004,22,15
112,2004,40,9
113,2004,20,14
114,2004,24,8
115,2004,19,12
117,2004,27,20
118,2004,21,14
122,2004,33,20
124,2004,24,11
125,2004,31,12
127,2004,32,18
128,2004,22,18
129,2004,25,12
130,2004,28,15
132,2004,32,12
134,2004,29,12
135,2004,31,14
136,2004,25,18
137,2004,24,16
140,2004,19,12
141,2004,22,16
142,2004,18,12
146,2004,35,15
147,2004,26,19
151,2004,30,9
154,2004,30,18
156,2004,28,12
157,2004,24,16
158,2004,19,18
159,2004,27,19
160,2004,31,12
162,2004,25,19
163,2004,32,16
164,2004,32,14
166,2004,19,11
168,2004,23,16
169,2004,22,16
171,2004,25,16
172,2004,19,14
173,2004,30,16
175,2004,19,19
177,2004,25,18
178,2004,33,17
179,2004,33,16
182,2004,22,12
185,2004,26,14
186,2004,23,14
187,2004,29,14
188,2004,29,12
189,2004,19,12
191,2004,19,12
192,2004,22,14
193,2004,29,15
195,2004,26,15
196,2004,21,14
197,2004,24,14
200,2004,32,16
203,2004,21,14
204,2004,21,15
205,2004,22,12
207,2004,22,11
208,2004,19,12
215,2004,22,14
216,2004,16,14
222,2004,30,15
223,2004,23,16
224,2004,29,16
227,2004,17,11
229,2004,20,12
235,2004,16,10
240,2004,24,14
242,2004,35,14
243,2004,40,18
246,2004,19,14
247,2004,13,10
248,2004,20,12
249,2004,19,9
250,2004,30,18
251,2004,27,12
252,2004,19,11
253,2004,27,17
254,2004,20,12
256,2004,24,18
259,2004,37,20
265,2004,16,9
266,2004,23,11
267,2004,17,14
269,2004,29,16
272,2004,42,16
274,2004,21,12
276,2004,21,12
284,2004,27,19
285,2004,28,16
286,2004,37,14
287,2004,27,16
289,2004,22,16
290,2004,39,14
291,2004,25,12
292,2004,22,12
293,2004,20,12
294,2004,33,14
298,2004,21,14
301,2004,28,16
303,2004,18,12
304,2004,28,14
306,2004,25,15
308,2004,18,12
309,2004,35,12
311,2004,22,14
312,2004,17,11
313,2004,24,12
315,2004,34,20
316,2004,24,16
317,2004,28,12
318,2004,28,12
319,2004,31,18
320,2004,25,12
322,2004,37,12
323,2004,19,15
324,2004,22,15
325,2004,21,15
326,2004,20,15
327,2004,18,12
328,2004,35,16
330,2004,22,15
333,2004,18,12
339,2004,30,17
340,2004,21,16
342,2004,34,20
344,2004,24,12
345,2004,18,14
347,2004,34,14
349,2004,19,14
350,2004,32,16
351,2004,22,9
352,2004,24,16
353,2004,28,16
354,2004,22,14
355,2004,24,14
357,2004,27,8
358,2004,22,12
359,2004,27,16
360,2004,19,12
361,2004,23,12
363,2004,32,15
365,2004,37,18
366,2004,25,16
367,2004,32,16
368,2004,27,16
370,2004,39,17
371,2004,31,12
373,2004,26,18
374,2004,20,12
375,2004,32,19
377,2004,33,16
378,2004,20,12
381,2004,35,16
382,2004,24,16
383,2004,20,20
385,2004,22,16
388,2004,20,10
392,2004,26,20
393,2004,22,12
394,2004,24,18
397,2004,23,14
398,2004,30,14
399,2004,25,12
401,2004,29,14
404,2004,30,14
407,2004,24,16
409,2004,28,20
410,2004,28,16
416,2004,28,12
418,2004,17,12
419,2004,24,14
420,2004,27,12
421,2004,26,16
423,2004,20,12
424,2004,33,16
425,2004,27,12
429,2004,24,12
431,2004,28,17
433,2004,42,16
434,2004,36,18
435,2004,24,16
436,2004,35,12
437,2004,29,18
438,2004,20,15
439,2004,30,12
440,2004,30,20
442,2004,23,16
443,2004,26,17
444,2004,27,18
445,2004,22,14
446,2004,32,14
447,2004,26,11
449,2004,26,14
451,2004,18,12
455,2004,15,10
456,2004,24,16
457,2004,19,14
458,2004,20,12
459,2004,34,12
460,2004,31,16
463,2004,24,18
466,2004,20,16
467,2004,25,14
468,2004,20,14
469,2004,24,16
470,2004,20,14
472,2004,21,20
473,2004,51,17
474,2004,22,14
479,2004,24,8
480,2004,22,14
483,2004,26,12
486,2004,34,12
487,2004,26,15
489,2004,19,11
491,2004,20,12
494,2004,20,14
496,2004,19,11
499,2004,20,10
500,2004,17,12
501,2004,20,12
502,2004,19,11
505,2004,34,14
507,2004,22,15
508,2004,27,12
510,2004,30,16
511,2004,24,14
514,2004,18,14
515,2004,18,14
516,2004,17,12
519,2004,14,8
521,2004,30,16
522,2004,29,16
524,2004,26,14
525,2004,25,18
526,2004,28,15
529,2004,27,18
530,2004,21,14
531,2004,25,14
532,2004,28,16
533,2004,27,16
535,2004,35,18
536,2004,18,11
537,2004,20,9
539,2004,33,16
541,2004,18,11
542,2004,22,16
543,2004,20,12
544,2004,23,12
545,2004,32,16
547,2004,30,16
548,2004,21,12
549,2004,25,17
551,2004,27,18
552,2004,30,16
554,2004,33,15
556,2004,20,14
557,2004,20,14
558,2004,23,10
559,2004,27,14
560,2004,22,15
562,2004,22,16
563,2004,33,16
564,2004,17,12
567,2004,28,16
572,2004,21,14
574,2004,19,12
575,2004,20,12
576,2004,25,10
579,2004,18,9
581,2004,18,11
582,2004,24,16
584,2004,23,14
585,2004,20,18
586,2004,22,14
587,2004,15,12
590,2004,32,12
591,2004,23,12
592,2004,19,12
596,2004,28,16
597,2004,31,14
601,2004,21,15
605,2004,23,18
607,2004,32,16
608,2004,18,14
610,2004,27,16
612,2004,26,19
613,2004,38,20
614,2004,25,18
615,2004,32,16
616,2004,22,11
618,2004,22,12
620,2004,17,16
622,2004,22,12
624,2004,18,12
625,2004,19,12
626,2004,20,12
627,2004,18,12
629,2004,27,16
631,2004,30,14
632,2004,30,12
633,2004,24,16
634,2004,22,15
636,2004,26,18
637,2004,32,16
639,2004,31,18
642,2004,22,19
643,2004,18,12
644,2004,19,9
647,2004,22,12
648,2004,21,10
649,2004,19,14
651,2004,16,10
652,2004,21,12
653,2004,24,15
654,2004,39,16
655,2004,26,12
656,2004,20,12
658,2004,21,12
661,2004,18,14
662,2004,23,14
665,2004,38,16
666,2004,23,16
668,2004,18,16
669,2004,24,18
673,2004,23,14
674,2004,24,12
675,2004,24,12
676,2004,21,12
678,2004,33,14
679,2004,31,12
681,2004,35,18
682,2004,29,14
684,2004,24,15
685,2004,32,11
686,2004,26,15
688,2004,26,17
689,2004,26,18
691,2004,32,16
692,2004,21,15
693,2004,20,12
694,2004,27,12
695,2004,26,16
696,2004,21,14
697,2004,19,12
698,2004,16,11
699,2004,24,12
701,2004,16,14
702,2004,16,14
703,2004,19,12
704,2004,20,14
705,2004,19,12
707,2004,30,16
709,2004,19,12
710,2004,20,11
712,2004,44,18
713,2004,25,12
715,2004,16,9
716,2004,22,16
718,2004,25,18
719,2004,22,12
722,2004,18,9
724,2004,33,10
725,2004,31,16
726,2004,26,16
727,2004,29,20
728,2004,25,16
730,2004,30,14
731,2004,28,16
733,2004,17,12
735,2004,32,14
736,2004,21,12
737,2004,19,14
740,2004,20,11
744,2004,27,16
745,2004,22,15
747,2004,19,18
749,2004,35,14
751,2004,20,14
752,2004,19,12
753,2004,20,14
756,2004,18,12
757,2004,21,14
758,2004,29,12
760,2004,22,15
761,2004,23,16
764,2004,18,10
765,2004,16,14
768,2004,27,17
769,2004,22,11
770,2004,24,16
774,2004,32,18
775,2004,18,16
776,2004,30,18
777,2004,21,14
778,2004,21,20
779,2004,29,16
780,2004,25,16
781,2004,41,16
783,2004,34,14
784,2004,19,12
785,2004,29,16
786,2004,20,14
787,2004,28,12
788,2004,23,18
790,2004,30,20
791,2004,26,14
793,2004,28,20
795,2004,22,12
796,2004,32,8
798,2004,22,14
799,2004,26,12
800,2004,23,15
801,2004,26,18
802,2004,25,19
803,2004,19,17
804,2004,23,12
805,2004,19,14
807,2004,22,10
808,2004,24,14
809,2004,29,12
810,2004,27,8
813,2004,32,16
814,2004,17,14
818,2004,18,12
821,2004,21,14
826,2004,27,12
827,2004,17,11
828,2004,26,16
829,2004,30,16
831,2004,30,12
832,2004,18,12
833,2004,16,11
838,2004,18,11
840,2004,21,20
841,2004,20,17
842,2004,23,14
843,2004,28,16
844,2004,32,18
845,2004,22,12
847,2004,25,14
848,2004,32,15
850,2004,25,14
851,2004,21,10
852,2004,22,12
853,2004,21,8
855,2004,28,16
856,2004,21,16
857,2004,25,14
858,2004,23,16
859,2004,22,16
864,2004,26,16
865,2004,18,8
866,2004,31,14
867,2004,17,14
869,2004,13,12
870,2004,19,14
871,2004,27,17
872,2004,19,14
873,2004,24,14
874,2004,30,18
876,2004,33,18
877,2004,24,16
878,2004,35,17
879,2004,30,18
884,2004,23,12
885,2004,26,12
893,2004,16,12
895,2004,17,11
896,2004,20,16
897,2004,19,14
898,2004,24,12
899,2004,34,14
902,2004,24,12
903,2004,20,14
904,2004,27,14
905,2004,23,18
906,2004,27,16
907,2004,39,16
909,2004,21,14
911,2004,19,12
914,2004,19,14
915,2004,30,20
916,2004,29,19
917,2004,33,19
919,2004,31,18
920,2004,34,16
922,2004,31,16
924,2004,29,17
927,2004,26,18
928,2004,23,16
930,2004,35,16
931,2004,30,20
933,2004,20,14
934,2004,28,17
935,2004,20,15
937,2004,33,12
938,2004,17,12
940,2004,28,12
944,2004,24,12
945,2004,17,14
947,2004,19,12
950,2004,21,12
952,2004,24,18
955,2004,21,11
957,2004,24,10
958,2004,25,17
960,2004,26,16
964,2004,18,11
966,2004,21,12
968,2004,27,12
969,2004,18,12
970,2004,21,12
971,2004,28,16
972,2004,21,12
973,2004,29,16
974,2004,17,12
975,2004,28,16
976,2004,20,18
980,2004,16,17
982,2004,24,14
984,2004,24,20
985,2004,18,14
986,2004,26,18
987,2004,25,14
988,2004,22,12
989,2004,31,20
990,2004,30,15
992,2004,28,16
994,2004,18,14
996,2004,21,11
997,2004,21,14
1000,2004,31,19
1001,2004,23,20
1005,2004,49,20
1006,2004,19,12
1007,2004,36,15
1010,2004,22,16
1012,2004,21,8
1013,2004,26,14
1014,2004,37,12
1015,2004,25,12
1021,2004,27,15
1023,2004,33,12
1025,2004,22,12
1028,2004,30,12
1031,2004,22,12
1034,2004,32,16
1036,2004,31,20
1037,2004,27,18
1040,2004,27,15
1041,2004,35,19
1043,2004,20,15
1046,2004,18,9
1049,2004,23,12
1053,2004,31,18
1054,2004,28,14
1055,2004,30,16
1056,2004,22,12
1057,2004,30,18
1058,2004,27,12
1059,2004,23,18
1060,2004,21,12
1061,2004,20,16
1062,2004,21,18
1063,2004,27,12
1067,2004,28,16
1068,2004,23,14
1069,2004,32,14
1070,2004,30,17
1074,2004,21,16
1075,2004,31,16
1076,2004,22,12
1077,2004,37,16
1078,2004,22,12
1079,2004,24,14
1084,2004,27,16
1086,2004,22,12
1087,2004,28,16
1088,2004,33,16
1089,2004,30,12
1091,2004,22,12
1092,2004,32,16
1093,2004,28,17
1095,2004,26,12
1097,2004,22,11
1098,2004,20,12
1100,2004,27,14
1101,2004,23,15
1102,2004,31,16
1103,2004,21,12
1104,2004,34,16
1105,2004,20,12
1106,2004,20,12
1107,2004,33,16
1112,2004,23,14
1113,2004,30,14
1115,2004,18,8
1116,2004,32,12
1117,2004,28,14
1118,2004,20,12
1120,2004,21,12
1121,2004,30,16
1123,2004,30,11
1125,2004,34,16
1126,2004,20,12
1127,2004,16,11
1128,2004,20,14
1129,2004,18,11
1131,2004,27,20
1132,2004,18,12
1134,2004,27,12
1135,2004,25,15
1136,2004,21,14
1138,2004,22,11
1139,2004,27,8
1140,2004,29,15
1141,2004,33,11
1146,2004,25,17
1152,2004,26,12
1153,2004,17,18
1154,2004,31,14
1155,2004,26,16
1156,2004,18,12
1157,2004,31,14
1159,2004,26,14
1161,2004,32,12
1162,2004,30,12
1166,2004,16,14
1167,2004,20,15
1169,2004,28,18
1170,2004,20,12
1171,2004,23,8
1172,2004,31,12
1173,2004,20,15
1174,2004,21,11
1175,2004,21,12
1176,2004,27,12
1178,2004,20,12
1180,2004,17,12
1181,2004,24,12
1182,2004,27,12
1183,2004,26,16
1184,2004,20,16
1186,2004,27,18
1189,2004,19,12
1190,2004,23,14
1192,2004,18,11
1196,2004,14,12
1198,2004,28,14
1200,2004,21,12
1201,2004,32,14
1202,2004,26,14
1203,2004,19,14
1204,2004,23,12
1205,2004,19,12
1206,2004,18,11
1207,2004,20,14
1209,2004,28,20
1210,2004,19,12
1211,2004,26,17
1212,2004,16,15
1213,2004,30,19
1215,2004,34,12
1218,2004,20,11
1220,2004,20,12
1221,2004,24,14
1222,2004,24,14
1223,2004,35,10
1224,2004,26,12
1225,2004,24,12
1226,2004,21,12
1228,2004,18,12
1233,2004,28,12
1234,2004,22,16
1235,2004,25,16
1236,2004,21,12
1238,2004,22,15
1241,2004,19,12
1242,2004,23,12
1244,2004,20,16
1245,2004,19,12
1246,2004,29,12
1247,2004,32,16
1248,2004,45,20
1250,2004,21,8
1251,2004,27,16
1252,2004,25,16
1255,2004,31,20
1256,2004,28,18
1257,2004,18,12
1258,2004,35,16
1260,2004,25,12
1261,2004,30,15
1262,2004,30,17
1263,2004,27,16
1264,2004,20,12
1266,2004,23,11
1267,2004,28,12
1268,2004,22,12
1269,2004,21,12
1272,2004,23,16
1274,2004,18,12
1275,2004,18,9
1276,2004,21,12
1277,2004,21,12
1278,2004,38,12
1280,2004,28,19
1282,2004,22,12
1283,2004,27,16
1284,2004,24,12
1285,2004,17,11
1286,2004,21,12
1292,2004,37,17
1293,2004,32,14
1294,2004,26,16
1295,2004,25,16
1296,2004,27,14
1297,2004,21,19
1298,2004,21,14
1302,2004,22,12
1303,2004,22,12
1304,2004,36,14
1305,2004,28,12
1307,2004,18,11
1309,2004,19,12
1310,2004,21,11
1311,2004,31,16
1312,2004,26,12
1314,2004,32,15
1316,2004,27,12
1317,2004,31,16
1318,2004,26,14
1319,2004,26,15
1320,2004,20,9
1321,2004,29,20
1322,2004,26,14
1323,2004,19,12
1324,2004,22,12
1325,2004,16,9
1326,2004,18,12
1328,2004,21,12
1330,2004,23,12
1331,2004,22,12
1332,2004,28,12
1333,2004,21,16
1334,2004,28,16
1335,2004,27,16
1336,2004,19,12
1337,2004,26,20
1339,2004,30,16
1340,2004,20,12
1341,2004,26,16
1351,2004,18,12
1352,2004,21,12
1355,2004,24,14
1356,2004,18,12
1357,2004,22,12
1358,2004,22,12
1360,2004,18,12
1361,2004,25,12
1362,2004,25,12
1363,2004,19,8
1364,2004,30,14
1365,2004,20,16
1366,2004,18,12
1367,2004,25,16
1368,2004,30,17
1369,2004,27,15
1371,2004,24,12
1372,2004,16,12
1373,2004,29,17
1374,2004,28,17
1376,2004,29,16
1377,2004,32,12
1382,2004,28,11
1385,2004,21,12
1387,2004,17,11
1388,2004,21,12
1390,2004,24,15
1392,2004,27,10
1393,2004,26,15
1394,2004,30,12
1396,2004,18,12
1398,2004,23,14
1399,2004,24,14
1400,2004,20,12
1401,2004,33,16
1403,2004,35,16
1406,2004,27,16
1408,2004,38,20
1410,2004,22,15
1411,2004,22,12
1412,2004,23,12
1413,2004,29,16
1414,2004,23,12
1417,2004,17,11
1418,2004,20,12
1420,2004,35,17
1421,2004,16,9
1423,2004,19,10
1426,2004,16,9
1427,2004,23,12
1428,2004,22,12
1429,2004,26,12
1430,2004,29,15
1431,2004,30,20
1432,2004,22,12
1434,2004,21,12
1435,2004,19,14
1437,2004,17,12
1438,2004,22,16
1439,2004,17,11
1440,2004,27,16
1441,2004,20,12
1442,2004,22,12
1443,2004,19,11
1445,2004,20,11
1447,2004,25,14
1448,2004,22,12
1449,2004,30,12
1453,2004,18,15
1457,2004,19,11
1463,2004,25,16
1464,2004,27,18
1465,2004,19,9
1466,2004,26,17
1467,2004,19,12
1468,2004,20,17
1469,2004,21,17
1470,2004,19,12
1473,2004,16,14
1474,2004,23,14
1476,2004,24,12
1477,2004,20,9
1478,2004,34,16
1479,2004,23,12
1480,2004,26,14
1481,2004,20,12
1483,2004,21,15
1484,2004,17,12
1486,2004,21,11
1487,2004,20,12
1489,2004,24,17
1492,2004,20,12
1494,2004,19,16
1496,2004,22,11
1498,2004,30,12
1501,2004,25,16
1502,2004,18,18
1503,2004,26,20
1504,2004,18,14
1508,2004,23,18
1509,2004,18,11
1510,2004,24,12
1511,2004,34,14
1512,2004,21,12
1513,2004,28,12
1514,2004,23,12
1515,2004,19,12
1516,2004,21,8
1520,2004,18,12
1522,2004,35,20
1523,2004,18,12
1524,2004,18,12
1525,2004,25,15
1526,2004,29,14
1527,2004,34,12
1528,2004,22,12
1529,2004,24,14
1530,2004,22,14
1533,2004,19,12
1535,2004,19,12
1537,2004,17,9
1539,2004,22,14
1541,2004,18,10
1543,2004,18,14
1544,2004,23,16
1546,2004,18,11
1547,2004,18,20
1549,2004,19,12
1550,2004,18,12
1551,2004,23,11
1552,2004,25,8
1555,2004,30,14
1556,2004,17,15
1557,2004,21,12
1558,2004,19,9
1559,2004,20,16
1560,2004,18,10
1562,2004,31,20
1565,2004,30,14
1566,2004,15,11
1568,2004,32,14
1571,2004,25,20
1572,2004,19,10
1573,2004,23,12
1574,2004,25,14
1576,2004,17,12
1577,2004,35,16
1581,2004,33,12
1586,2004,35,11
1587,2004,19,11
1591,2004,29,14
1593,2004,19,12
1594,2004,16,20
1596,2004,17,15
1597,2004,17,14
1598,2004,19,18
1599,2004,25,12
1600,2004,17,16
1601,2004,17,9
1604,2004,22,12
1605,2004,23,16
1606,2004,21,14
1609,2004,36,17
1611,2004,29,16
1613,2004,27,16
1617,2004,32,16
1618,2004,31,14
1624,2004,20,12
1626,2004,22,14
1627,2004,27,19
1630,2004,30,17
1632,2004,17,12
1634,2004,20,12
1637,2004,30,20
1639,2004,39,20
1640,2004,28,20
1642,2004,30,18
1643,2004,29,16
1644,2004,25,18
1645,2004,19,15
1648,2004,21,15
1651,2004,40,19
1654,2004,21,18
1655,2004,27,11
1656,2004,25,14
1657,2004,26,20
1658,2004,19,12
1660,2004,26,11
1666,2004,41,16
1667,2004,23,16
1669,2004,17,11
1670,2004,21,12
1672,2004,24,15
1673,2004,20,12
1674,2004,33,17
1675,2004,38,14
1676,2004,32,12
1677,2004,25,20
1679,2004,24,15
1680,2004,28,14
1681,2004,27,18
1682,2004,22,16
1683,2004,21,12
1685,2004,33,12
1686,2004,28,20
1688,2004,30,12
1695,2004,28,16
